%-Parking-data-(estimated-cars-per-bay)-for-bay-344
@relation parking

@attribute eventTime date ‘yyyy-MM-dd-HH:mm:ss’
@attribute occupiedSpaces numeric

@data
2013-12-09-09:00:00,0.0833333333333333
2013-06-03-16:00:00,1.68333333333333
2013-07-01-13:00:00,1.8
2013-04-22-12:00:00,0.416666666666667
2013-07-24-10:00:00,4.31666666666667
2013-05-04-14:00:00,1
2013-11-20-09:00:00,1
2013-08-22-08:00:00,1.66666666666667
2013-07-05-08:00:00,0.416666666666667
2013-12-06-12:00:00,3.81666666666667
2013-06-17-13:00:00,0.6
2013-12-27-18:00:00,1.83333333333333
2013-08-01-16:00:00,2.83333333333333
2014-01-30-16:00:00,1.81666666666667
2013-08-16-12:00:00,1
2013-08-30-11:00:00,1.5
2014-02-10-08:00:00,0.5
2013-10-25-17:00:00,1.11666666666667
2013-11-26-17:00:00,1
2013-11-15-17:00:00,2.36666666666667
2013-11-11-12:00:00,3.7
2013-07-23-15:00:00,2.01666666666667
2013-05-29-10:00:00,2.95
2013-07-10-10:00:00,3
2013-10-22-10:00:00,1
2013-10-23-14:00:00,1
2013-06-24-15:00:00,2.15
2013-10-09-12:00:00,2.6
2013-09-16-18:00:00,1.55
2013-07-04-19:00:00,0.416666666666667
2014-01-29-14:00:00,3
2013-08-15-09:00:00,1
2013-06-17-15:00:00,1
2013-09-04-12:00:00,0.433333333333333
2013-12-06-10:00:00,2
2013-05-24-13:00:00,2.06666666666667
2013-07-01-15:00:00,2
2013-10-07-17:00:00,3.66666666666667
2013-04-22-10:00:00,1
2013-07-24-08:00:00,1.75
2013-05-15-13:00:00,3.11666666666667
2013-05-15-17:00:00,2.16666666666667
2013-08-22-14:00:00,0.383333333333333
2013-04-19-13:00:00,3.08333333333333
2013-07-23-13:00:00,2.83333333333333
2013-06-10-10:00:00,1
2013-05-03-16:00:00,2.38333333333333
2013-08-27-09:00:00,1.85
2013-11-04-18:00:00,1.93333333333333
2013-10-23-12:00:00,1
2013-06-19-15:00:00,2
2013-12-03-13:00:00,3.48333333333333
2013-06-18-08:00:00,0.85
2013-11-11-10:00:00,0.9
2013-10-09-14:00:00,2.21666666666667
2013-07-31-16:00:00,1.56666666666667
2014-01-20-10:00:00,0.616666666666667
2014-01-14-19:00:00,0.516666666666667
2013-11-14-13:00:00,1
2013-12-13-18:00:00,1.05
2013-06-24-13:00:00,1.56666666666667
2013-09-25-19:00:00,1.06666666666667
2013-04-22-08:00:00,1
2013-07-09-16:00:00,1.6
2013-07-05-12:00:00,1
2013-08-15-11:00:00,1
2013-10-16-09:00:00,2
2013-05-24-15:00:00,0.0833333333333333
2013-07-01-09:00:00,1.85
2013-08-22-12:00:00,2.08333333333333
2013-08-09-18:00:00,0.5
2014-02-10-12:00:00,1.08333333333333
2013-12-06-08:00:00,0.883333333333333
2013-06-17-17:00:00,0.5
2013-09-04-14:00:00,1.28333333333333
2013-05-03-09:00:00,0.883333333333333
2013-05-03-18:00:00,2.26666666666667
2013-07-04-16:00:00,2
2013-04-19-15:00:00,2.66666666666667
2013-07-23-11:00:00,2.93333333333333
2013-11-28-15:00:00,1
2013-05-15-15:00:00,3.55
2013-11-11-08:00:00,1.06666666666667
2013-08-27-11:00:00,2.05
2013-04-23-08:00:00,0.566666666666667
2013-12-03-15:00:00,2.05
2013-06-10-12:00:00,1.06666666666667
2013-07-25-20:00:00,0.15
2013-10-09-08:00:00,1
2013-04-04-15:00:00,0.0833333333333333
2013-10-23-18:00:00,1.08333333333333
2013-11-19-18:00:00,0.55
2013-11-04-16:00:00,3.18333333333333
2013-12-13-16:00:00,1.06666666666667
2013-11-14-15:00:00,1.6
2013-09-25-17:00:00,2.85
2013-07-18-12:00:00,2.76666666666667
2013-06-08-17:00:00,0.566666666666667
2013-06-24-11:00:00,1
2013-06-19-14:00:00,2.55
2013-05-24-09:00:00,2.03333333333333
2013-07-01-11:00:00,2.5
2014-01-14-17:00:00,1.56666666666667
2013-10-16-15:00:00,1.4
2013-11-20-19:00:00,0.25
2013-07-05-14:00:00,0.35
2013-09-04-08:00:00,0.566666666666667
2013-09-11-13:00:00,1.43333333333333
2013-10-29-08:00:00,0.583333333333333
2013-05-14-16:00:00,0.983333333333333
2013-08-30-08:00:00,1.45
2013-06-25-09:00:00,1
2013-11-28-13:00:00,1.18333333333333
2014-02-10-14:00:00,1.81666666666667
2013-04-23-10:00:00,2
2013-04-06-19:00:00,1
2013-12-03-09:00:00,1.58333333333333
2013-05-03-12:00:00,2.1
2013-04-19-09:00:00,2.91666666666667
2013-09-30-16:00:00,0.55
2013-11-19-16:00:00,0.616666666666667
2013-10-23-16:00:00,1.26666666666667
2013-07-10-16:00:00,1.35
2013-07-04-18:00:00,1.93333333333333
2013-09-11-08:00:00,0.433333333333333
2013-08-27-13:00:00,2.41666666666667
2013-11-27-16:00:00,3.25
2013-04-24-12:00:00,1.86666666666667
2013-07-18-14:00:00,2.01666666666667
2013-06-24-09:00:00,1.48333333333333
2014-01-16-17:00:00,0.183333333333333
2013-12-26-14:00:00,0.916666666666667
2013-10-09-10:00:00,1.88333333333333
2013-10-15-17:00:00,1.61666666666667
2014-01-29-08:00:00,0.616666666666667
2013-09-25-15:00:00,2
2013-11-14-09:00:00,1
2013-12-23-09:00:00,2.61666666666667
2013-09-04-10:00:00,2
2013-05-24-11:00:00,1.6
2014-01-21-18:00:00,0.516666666666667
2013-11-05-12:00:00,1.88333333333333
2013-10-05-18:00:00,0.466666666666667
2013-11-28-11:00:00,1.86666666666667
2013-11-20-17:00:00,2.46666666666667
2013-06-25-11:00:00,1.25
2013-04-19-11:00:00,3.4
2013-04-23-12:00:00,1.71666666666667
2013-08-27-16:00:00,3.63333333333333
2014-02-05-12:00:00,2.5
2013-10-29-10:00:00,0.966666666666667
2013-05-03-14:00:00,0.55
2014-02-05-10:00:00,3.26666666666667
2013-12-03-11:00:00,3.26666666666667
2013-09-11-10:00:00,0.666666666666667
2013-04-06-17:00:00,1
2013-12-05-18:00:00,1.73333333333333
2013-05-17-17:00:00,1
2013-04-24-14:00:00,1
2013-07-18-08:00:00,0.95
2013-11-19-14:00:00,1
2013-07-25-16:00:00,2.53333333333333
2013-07-10-18:00:00,1.15
2013-11-14-11:00:00,0.816666666666667
2013-10-22-11:00:00,0.7
2013-12-23-11:00:00,2.5
2013-04-22-18:00:00,0.533333333333333
2014-01-21-16:00:00,1.51666666666667
2014-02-04-06:00:00,0.166666666666667
2013-11-05-14:00:00,3
2013-06-25-13:00:00,0.05
2013-07-09-13:00:00,1
2013-05-09-17:00:00,1.18333333333333
2013-05-03-08:00:00,0.433333333333333
2013-11-28-09:00:00,1
2013-11-01-09:00:00,0.866666666666667
2013-10-29-12:00:00,1.9
2013-04-23-14:00:00,1.31666666666667
2013-07-25-18:00:00,2.16666666666667
2013-05-10-14:00:00,1.48333333333333
2014-02-06-14:00:00,2.95
2013-08-27-17:00:00,2.91666666666667
2013-11-19-12:00:00,0.55
2013-09-25-11:00:00,3
2013-05-14-11:00:00,2.21666666666667
2013-12-05-16:00:00,2.26666666666667
2013-04-24-08:00:00,0.466666666666667
2013-07-18-10:00:00,2.95
2013-04-05-11:00:00,1.95
2013-07-09-15:00:00,1
2013-04-22-16:00:00,1
2014-01-21-14:00:00,2.41666666666667
2013-12-23-13:00:00,1.01666666666667
2013-05-03-10:00:00,1.51666666666667
2013-11-01-11:00:00,2.51666666666667
2013-10-29-14:00:00,3.31666666666667
2013-06-25-15:00:00,1
2013-11-05-08:00:00,0.833333333333333
2013-12-12-08:00:00,0.833333333333333
2013-09-19-14:00:00,2.16666666666667
2014-01-30-12:00:00,3.13333333333333
2013-10-21-17:00:00,2.28333333333333
2013-08-23-12:00:00,1.03333333333333
2013-11-19-10:00:00,2.65
2013-09-19-13:00:00,2.55
2013-09-11-14:00:00,2
2013-07-04-17:00:00,2.31666666666667
2013-06-18-10:00:00,3
2013-04-24-10:00:00,1.25
2013-12-30-15:00:00,1.18333333333333
2013-08-19-09:00:00,1.16666666666667
2013-05-10-12:00:00,1.51666666666667
2013-05-14-09:00:00,1
2013-06-14-13:00:00,1
2013-05-23-10:00:00,1.75
2013-11-27-17:00:00,1.45
2013-09-25-09:00:00,3
2013-12-23-15:00:00,2
2013-07-11-12:00:00,0.983333333333333
2014-01-21-12:00:00,2.46666666666667
2013-04-05-09:00:00,1
2013-09-04-16:00:00,0.716666666666667
2013-11-22-13:00:00,0.883333333333333
2013-11-05-10:00:00,2
2013-11-01-13:00:00,3.25
2013-07-19-18:00:00,0.166666666666667
2013-12-12-10:00:00,2
2013-10-29-16:00:00,3.7
2013-11-13-16:00:00,3.06666666666667
2013-12-20-16:00:00,1.2
2014-02-05-16:00:00,2.45
2013-07-04-10:00:00,3
2013-07-29-09:00:00,1.71666666666667
2013-06-14-16:00:00,2.33333333333333
2013-08-02-18:00:00,1.51666666666667
2013-10-30-17:00:00,0.0333333333333333
2013-11-19-08:00:00,0.45
2013-08-23-14:00:00,1
2013-08-19-11:00:00,3.18333333333333
2013-05-10-10:00:00,1.31666666666667
2013-11-14-17:00:00,1
2013-09-02-18:00:00,0.9
2013-12-30-13:00:00,1.75
2013-06-24-17:00:00,2.83333333333333
2014-01-21-10:00:00,1.55
2013-11-22-15:00:00,0.233333333333333
2013-05-23-12:00:00,2.56666666666667
2013-04-29-17:00:00,1.76666666666667
2013-06-12-07:00:00,0.166666666666667
2013-12-23-17:00:00,2.56666666666667
2013-09-23-16:00:00,0.5
2013-09-04-18:00:00,1.71666666666667
2013-11-13-18:00:00,0.75
2013-10-29-18:00:00,0.3
2013-10-17-15:00:00,1.76666666666667
2013-11-01-15:00:00,3.38333333333333
2013-04-02-10:00:00,2.71666666666667
2013-07-04-08:00:00,1.55
2013-12-20-18:00:00,1.5
2013-05-07-17:00:00,0.383333333333333
2013-12-12-12:00:00,2.41666666666667
2013-08-30-14:00:00,5.01666666666667
2013-08-19-13:00:00,0.833333333333333
2014-02-05-18:00:00,1.56666666666667
2013-08-23-08:00:00,0.733333333333333
2013-08-02-16:00:00,2.63333333333333
2013-07-29-11:00:00,3
2013-05-02-18:00:00,0.0333333333333333
2013-05-23-14:00:00,2.76666666666667
2013-08-28-13:00:00,2
2013-06-06-16:00:00,1
2013-04-16-12:00:00,2
2013-04-05-13:00:00,1
2013-12-27-12:00:00,1.06666666666667
2013-05-09-08:00:00,1.2
2014-01-21-08:00:00,2.08333333333333
2013-07-03-17:00:00,2
2013-05-07-09:00:00,1.1
2013-12-31-09:00:00,0.1
2013-12-12-14:00:00,2
2013-10-21-10:00:00,2.9
2013-04-02-08:00:00,1.9
2013-07-04-14:00:00,2.21666666666667
2013-11-13-12:00:00,2
2013-05-03-11:00:00,2
2013-10-17-09:00:00,1.28333333333333
2013-05-14-13:00:00,3
2013-10-16-07:00:00,0.366666666666667
2013-08-23-10:00:00,2.91666666666667
2013-06-18-11:00:00,2.93333333333333
2013-04-24-16:00:00,0.3
2013-05-02-16:00:00,2.18333333333333
2013-08-19-15:00:00,1
2013-04-04-18:00:00,0.8
2013-07-29-13:00:00,2.9
2013-07-09-09:00:00,0.783333333333333
2013-06-10-17:00:00,1
2013-07-03-11:00:00,1.95
2013-04-16-14:00:00,2.56666666666667
2013-11-29-17:00:00,1.96666666666667
2013-11-07-18:00:00,1.01666666666667
2013-05-09-14:00:00,2.43333333333333
2013-06-06-18:00:00,1.3
2013-05-23-16:00:00,0.866666666666667
2014-02-04-12:00:00,2.11666666666667
2013-06-12-11:00:00,0.166666666666667
2013-12-27-14:00:00,1.45
2013-12-31-11:00:00,1
2013-10-17-11:00:00,2.4
2013-10-21-12:00:00,2.5
2013-09-13-17:00:00,1.15
2013-11-13-14:00:00,2.5
2014-01-15-17:00:00,2.58333333333333
2013-07-08-17:00:00,1.91666666666667
2013-04-02-14:00:00,2.55
2013-07-04-12:00:00,1.88333333333333
2013-07-29-15:00:00,0.6
2013-10-30-18:00:00,0.75
2013-07-03-09:00:00,2
2013-04-16-08:00:00,0.666666666666667
2013-06-02-10:00:00,0.166666666666667
2014-01-06-11:00:00,2
2013-11-07-16:00:00,0.883333333333333
2013-09-10-10:00:00,2.4
2013-05-23-18:00:00,1.03333333333333
2014-02-04-10:00:00,1
2014-01-20-11:00:00,0.883333333333333
2013-04-25-14:00:00,2.23333333333333
2013-12-31-13:00:00,1.4
2013-05-09-12:00:00,2.61666666666667
2014-01-17-17:00:00,1.38333333333333
2013-08-01-10:00:00,4
2013-11-13-08:00:00,0.966666666666667
2013-04-29-11:00:00,2.98333333333333
2013-06-12-09:00:00,0.633333333333333
2013-08-30-15:00:00,3.86666666666667
2013-04-02-12:00:00,2.38333333333333
2013-12-16-13:00:00,2.4
2013-10-17-13:00:00,1.85
2013-10-21-14:00:00,1.96666666666667
2013-11-04-14:00:00,0.85
2013-12-20-08:00:00,1
2013-07-02-07:00:00,0.05
2013-05-02-12:00:00,2.83333333333333
2013-07-03-15:00:00,1.68333333333333
2013-07-29-17:00:00,0.333333333333333
2013-11-25-08:00:00,0.533333333333333
2013-09-10-08:00:00,0.483333333333333
2014-02-04-08:00:00,1.5
2013-10-07-11:00:00,1.45
2013-05-16-17:00:00,2.46666666666667
2013-12-27-10:00:00,2
2013-08-24-14:00:00,0.583333333333333
2014-01-06-09:00:00,0.616666666666667
2013-07-24-18:00:00,1.68333333333333
2014-02-10-16:00:00,1.93333333333333
2014-01-23-13:00:00,1
2013-12-31-15:00:00,1.71666666666667
2013-04-25-12:00:00,2.05
2013-04-29-09:00:00,1
2013-06-12-15:00:00,2.45
2013-08-12-16:00:00,1.88333333333333
2013-11-13-10:00:00,2.1
2013-08-01-08:00:00,0.666666666666667
2013-04-02-18:00:00,1.2
2013-12-16-15:00:00,0.2
2013-12-20-10:00:00,2.61666666666667
2013-07-29-19:00:00,1
2013-05-02-10:00:00,2
2013-09-03-16:00:00,2.1
2013-11-04-12:00:00,1
2013-11-25-10:00:00,1
2013-09-10-14:00:00,0.366666666666667
2013-04-15-13:00:00,1.25
2013-07-03-13:00:00,1
2013-10-07-09:00:00,1.55
2013-07-24-16:00:00,2.53333333333333
2013-06-19-10:00:00,1
2013-07-31-14:00:00,1.41666666666667
2013-09-06-19:00:00,0.883333333333333
2013-04-29-15:00:00,2.43333333333333
2013-06-12-13:00:00,2
2013-05-13-15:00:00,1.63333333333333
2013-04-25-10:00:00,2
2013-12-06-18:00:00,1.13333333333333
2013-09-13-11:00:00,2
2014-02-10-18:00:00,0.316666666666667
2013-08-01-14:00:00,2
2013-04-06-15:00:00,0.5
2013-12-20-12:00:00,2.05
2013-08-12-18:00:00,0.583333333333333
2013-04-02-16:00:00,2.85
2013-12-16-09:00:00,1.78333333333333
2013-08-06-11:00:00,3.95
2013-07-29-21:00:00,1
2013-04-26-10:00:00,1
2013-11-23-17:00:00,0.433333333333333
2013-09-03-18:00:00,0.95
2013-11-04-10:00:00,1
2013-04-15-15:00:00,2
2013-12-13-10:00:00,3
2013-07-26-16:00:00,1.81666666666667
2014-02-05-08:00:00,1.5
2013-05-02-08:00:00,0.0333333333333333
2013-09-06-17:00:00,0.933333333333333
2013-06-19-08:00:00,0.2
2014-01-06-13:00:00,0.683333333333333
2013-11-25-12:00:00,0.7
2013-09-10-12:00:00,1
2013-12-06-16:00:00,1.6
2013-05-13-13:00:00,0.133333333333333
2013-10-31-17:00:00,3.25
2013-10-10-17:00:00,0.45
2013-04-25-08:00:00,0.983333333333333
2014-02-12-14:00:00,1
2013-11-07-10:00:00,1.28333333333333
2013-07-11-18:00:00,0.566666666666667
2013-10-07-15:00:00,3.83333333333333
2013-06-08-14:00:00,0.85
2013-09-13-09:00:00,1.28333333333333
2013-08-01-12:00:00,2.25
2013-04-29-13:00:00,1.61666666666667
2013-06-12-19:00:00,1
2013-07-02-17:00:00,3.1
2013-04-23-16:00:00,1
2013-12-16-11:00:00,3
2013-12-20-14:00:00,0
2013-08-06-09:00:00,3
2013-11-12-18:00:00,1.35
2013-11-25-14:00:00,1
2013-08-28-17:00:00,0.0833333333333333
2014-01-27-17:00:00,0.7
2013-12-13-08:00:00,0.633333333333333
2013-07-26-18:00:00,1.6
2013-10-07-13:00:00,2.21666666666667
2014-01-02-14:00:00,1.18333333333333
2013-08-20-15:00:00,2.45
2013-05-13-11:00:00,2.53333333333333
2013-09-06-15:00:00,2.5
2013-11-07-08:00:00,0.516666666666667
2013-06-25-17:00:00,0.95
2013-06-12-17:00:00,2
2013-09-13-15:00:00,1.05
2013-09-19-17:00:00,1
2013-08-30-12:00:00,2.05
2013-08-29-15:00:00,2.41666666666667
2014-02-03-17:00:00,3.63333333333333
2013-06-20-11:00:00,3
2013-06-18-13:00:00,1
2013-09-11-16:00:00,0.5
2013-04-26-14:00:00,1.68333333333333
2013-04-23-18:00:00,0.716666666666667
2014-01-16-09:00:00,1
2013-11-12-16:00:00,3.83333333333333
2013-04-09-17:00:00,1.11666666666667
2013-08-06-15:00:00,3
2013-04-03-12:00:00,2.08333333333333
2013-07-31-15:00:00,2.01666666666667
2013-10-18-14:00:00,3.96666666666667
2013-12-13-14:00:00,1
2014-01-02-12:00:00,1.15
2013-08-20-09:00:00,3.06666666666667
2013-11-07-14:00:00,1.6
2013-04-05-18:00:00,0.8
2013-11-25-16:00:00,1.76666666666667
2013-09-06-13:00:00,0.216666666666667
2014-02-04-16:00:00,3.53333333333333
2013-12-10-11:00:00,1
2013-09-19-19:00:00,0.833333333333333
2013-05-13-09:00:00,2.46666666666667
2013-06-20-09:00:00,2.33333333333333
2013-08-29-13:00:00,3.05
2013-06-07-18:00:00,1.51666666666667
2013-07-02-13:00:00,3
2013-05-14-14:00:00,1.53333333333333
2013-05-07-11:00:00,3
2013-09-11-18:00:00,0.483333333333333
2014-02-03-15:00:00,3.03333333333333
2013-06-13-13:00:00,1.3
2013-08-06-13:00:00,3
2013-04-26-12:00:00,2.65
2013-12-24-13:00:00,0.283333333333333
2013-05-09-10:00:00,2.65
2014-01-08-17:00:00,1.45
2013-10-18-08:00:00,0.15
2013-12-13-12:00:00,1.53333333333333
2013-11-12-14:00:00,4.3
2014-01-16-11:00:00,1
2013-07-18-16:00:00,2.96666666666667
2013-04-05-15:00:00,0
2013-09-06-11:00:00,2.11666666666667
2013-04-03-14:00:00,2.7
2013-11-25-18:00:00,0.916666666666667
2013-04-25-18:00:00,0.75
2013-11-07-12:00:00,2.38333333333333
2013-08-20-11:00:00,4
2013-11-28-17:00:00,0.683333333333333
2013-11-01-17:00:00,3
2013-09-20-16:00:00,1
2013-07-19-16:00:00,0.583333333333333
2013-10-31-11:00:00,3.6
2013-12-10-09:00:00,0.816666666666667
2013-07-02-15:00:00,2.6
2014-02-03-13:00:00,2
2013-12-16-17:00:00,1.18333333333333
2013-05-22-18:00:00,0.5
2013-09-09-14:00:00,1.55
2013-08-29-11:00:00,4.7
2013-06-07-16:00:00,0.216666666666667
2013-09-18-11:00:00,2.63333333333333
2013-12-24-15:00:00,2.01666666666667
2013-06-13-15:00:00,1
2013-04-30-17:00:00,0.983333333333333
2013-07-31-07:00:00,1
2013-08-02-14:00:00,1.01666666666667
2013-11-12-12:00:00,4.1
2013-07-18-18:00:00,2.13333333333333
2014-01-16-13:00:00,0.333333333333333
2013-09-12-17:00:00,1.11666666666667
2013-12-17-15:00:00,2
2013-10-18-10:00:00,3.95
2013-04-03-08:00:00,0.75
2013-05-28-08:00:00,0.233333333333333
2013-09-06-09:00:00,2.18333333333333
2014-02-04-15:00:00,2.93333333333333
2013-04-08-13:00:00,1
2013-11-22-14:00:00,1
2013-07-02-09:00:00,2
2013-08-03-18:00:00,1
2013-10-31-09:00:00,2.98333333333333
2013-12-10-15:00:00,2.08333333333333
2013-04-25-16:00:00,2
2013-08-29-09:00:00,1.73333333333333
2014-01-07-15:00:00,0.483333333333333
2014-02-03-11:00:00,1.75
2013-04-12-08:00:00,1
2013-09-09-12:00:00,1
2013-09-20-18:00:00,1.61666666666667
2013-09-18-09:00:00,2
2013-12-24-09:00:00,2
2013-10-21-08:00:00,1.1
2014-02-06-10:00:00,1.93333333333333
2013-08-19-17:00:00,0.416666666666667
2013-08-06-17:00:00,2.58333333333333
2013-08-02-12:00:00,2.41666666666667
2013-11-12-10:00:00,1.85
2013-05-17-13:00:00,0.6
2013-04-30-15:00:00,0.566666666666667
2013-06-13-09:00:00,1
2013-07-22-09:00:00,3
2013-12-17-13:00:00,1
2013-04-03-10:00:00,2
2014-02-06-12:00:00,2.5
2013-06-06-12:00:00,2.58333333333333
2013-04-05-17:00:00,0.2
2013-10-31-15:00:00,3.61666666666667
2013-12-10-13:00:00,1.18333333333333
2013-08-03-20:00:00,0.816666666666667
2013-09-09-10:00:00,2.73333333333333
2013-07-02-11:00:00,2.95
2013-04-08-15:00:00,1
2013-04-12-10:00:00,1.03333333333333
2013-10-04-15:00:00,1.68333333333333
2014-01-03-10:00:00,1
2013-05-09-11:00:00,3
2013-11-06-16:00:00,1.48333333333333
2014-01-07-09:00:00,1
2013-05-07-07:00:00,0.75
2013-06-13-11:00:00,1
2013-12-15-16:00:00,1
2013-04-30-13:00:00,0.666666666666667
2013-06-20-15:00:00,1.33333333333333
2013-10-24-10:00:00,1.76666666666667
2013-05-16-13:00:00,1.88333333333333
2013-09-18-15:00:00,1.56666666666667
2013-12-24-11:00:00,1.36666666666667
2013-05-21-14:00:00,1.13333333333333
2013-08-30-09:00:00,2.33333333333333
2013-07-22-11:00:00,2.31666666666667
2013-08-13-18:00:00,0.5
2013-09-12-13:00:00,2.2
2013-08-02-10:00:00,2.9
2013-11-12-08:00:00,1.51666666666667
2013-06-06-14:00:00,1
2013-08-07-13:00:00,2.35
2013-06-02-09:00:00,1
2013-05-28-12:00:00,0.233333333333333
2013-12-14-14:00:00,0.8
2013-04-12-12:00:00,1.56666666666667
2013-10-31-13:00:00,2.86666666666667
2013-04-08-09:00:00,1
2013-10-21-16:00:00,1.61666666666667
2014-01-03-12:00:00,1.3
2013-11-06-18:00:00,0.483333333333333
2013-09-09-08:00:00,0.55
2013-09-18-13:00:00,2.6
2013-04-30-11:00:00,1
2013-08-21-15:00:00,1.18333333333333
2013-10-04-13:00:00,2.46666666666667
2013-10-24-08:00:00,0.583333333333333
2013-12-30-11:00:00,1.53333333333333
2013-08-02-08:00:00,1.18333333333333
2013-05-21-12:00:00,2.26666666666667
2014-02-06-08:00:00,0.283333333333333
2013-09-12-15:00:00,1.18333333333333
2014-02-04-14:00:00,2.58333333333333
2014-01-08-09:00:00,0
2013-07-22-13:00:00,1.56666666666667
2013-08-13-16:00:00,0.0666666666666667
2013-09-02-16:00:00,2.28333333333333
2013-08-07-15:00:00,1.08333333333333
2014-01-02-18:00:00,1.16666666666667
2013-05-28-14:00:00,1.26666666666667
2013-09-17-07:00:00,0.3
2013-06-06-08:00:00,1.51666666666667
2013-12-31-17:00:00,1.6
2013-12-10-17:00:00,2
2013-12-14-12:00:00,0.2
2013-07-04-15:00:00,1.36666666666667
2013-04-08-11:00:00,1
2013-08-29-19:00:00,0.5
2013-04-12-14:00:00,1.93333333333333
2013-12-18-11:00:00,2
2013-05-31-17:00:00,2.78333333333333
2013-10-24-14:00:00,1.9
2013-11-06-12:00:00,3.16666666666667
2013-10-21-18:00:00,1.43333333333333
2013-08-21-13:00:00,2.3
2013-10-04-11:00:00,1.68333333333333
2014-01-03-14:00:00,1.45
2013-09-12-09:00:00,0.633333333333333
2013-04-30-09:00:00,1
2013-07-22-15:00:00,1.73333333333333
2013-10-01-12:00:00,3.23333333333333
2014-01-08-11:00:00,0.6
2013-04-03-16:00:00,3.33333333333333
2013-06-21-13:00:00,1.06666666666667
2013-10-04-09:00:00,1.91666666666667
2013-11-08-17:00:00,0.4
2013-05-21-10:00:00,3
2013-08-30-13:00:00,3.75
2013-06-06-10:00:00,2.63333333333333
2014-01-17-11:00:00,0.95
2014-01-02-16:00:00,2.83333333333333
2013-05-28-16:00:00,1.88333333333333
2013-08-07-09:00:00,2.15
2013-09-24-09:00:00,1.51666666666667
2013-12-18-09:00:00,2.03333333333333
2013-08-12-12:00:00,2.95
2013-11-06-14:00:00,2
2013-08-21-11:00:00,2.91666666666667
2013-05-16-12:00:00,1.03333333333333
2013-08-29-17:00:00,2
2013-05-07-13:00:00,4.51666666666667
2013-12-11-13:00:00,2
2013-06-13-17:00:00,1
2013-10-24-12:00:00,2
2013-07-31-13:00:00,0.966666666666667
2013-05-21-08:00:00,1.3
2014-01-08-13:00:00,0.616666666666667
2013-09-12-11:00:00,1
2013-04-18-18:00:00,1.06666666666667
2013-06-21-15:00:00,1.13333333333333
2013-09-10-18:00:00,0.516666666666667
2013-07-22-17:00:00,2.81666666666667
2013-10-01-14:00:00,3.43333333333333
2013-04-16-16:00:00,1
2013-04-03-18:00:00,0.15
2013-08-07-11:00:00,3.7
2013-05-28-18:00:00,0.983333333333333
2013-05-16-15:00:00,2.33333333333333
2013-06-14-17:00:00,2.66666666666667
2013-09-24-11:00:00,3
2013-12-18-15:00:00,1.58333333333333
2013-06-18-18:00:00,2.21666666666667
2013-05-20-08:00:00,1.5
2013-08-12-14:00:00,3.06666666666667
2013-11-06-08:00:00,1.48333333333333
2013-05-07-15:00:00,5.03333333333333
2013-12-11-15:00:00,0.716666666666667
2013-10-28-17:00:00,1
2013-08-21-09:00:00,1.76666666666667
2013-08-08-09:00:00,0.433333333333333
2013-05-14-12:00:00,2.35
2013-07-31-11:00:00,2
2013-06-21-09:00:00,0.883333333333333
2014-01-29-12:00:00,1.85
2013-04-18-16:00:00,1.98333333333333
2013-04-16-18:00:00,0
2013-07-26-12:00:00,2.23333333333333
2013-08-28-14:00:00,2
2013-10-01-08:00:00,1
2014-01-08-15:00:00,2.25
2013-04-10-19:00:00,0.05
2013-07-30-09:00:00,0.95
2013-09-10-16:00:00,1.2
2013-10-10-13:00:00,1.33333333333333
2013-05-20-10:00:00,2.56666666666667
2014-01-28-17:00:00,0.9
2013-08-07-21:00:00,0.45
2014-01-17-15:00:00,1.25
2013-10-14-08:00:00,0.95
2013-11-08-12:00:00,1.96666666666667
2013-09-24-13:00:00,3.88333333333333
2013-12-18-13:00:00,0.5
2013-05-27-12:00:00,0.716666666666667
2013-08-08-11:00:00,1.73333333333333
2013-07-31-09:00:00,1.2
2013-08-12-08:00:00,1.5
2013-11-06-10:00:00,2.38333333333333
2013-09-03-08:00:00,1
2013-10-28-15:00:00,1.36666666666667
2013-12-11-09:00:00,1.95
2013-06-04-18:00:00,1.75
2013-05-09-09:00:00,1.43333333333333
2013-10-01-10:00:00,3.33333333333333
2013-06-21-11:00:00,0.933333333333333
2013-09-17-15:00:00,3
2013-11-21-08:00:00,0.483333333333333
2013-07-15-18:00:00,0.833333333333333
2013-10-05-15:00:00,1
2013-07-26-14:00:00,1.15
2013-07-30-11:00:00,0.733333333333333
2014-01-17-13:00:00,1
2013-05-20-12:00:00,2.31666666666667
2013-04-10-17:00:00,2
2013-06-14-14:00:00,1.2
2013-09-24-15:00:00,2.51666666666667
2013-06-14-18:00:00,1.13333333333333
2013-10-14-10:00:00,2.13333333333333
2013-08-12-10:00:00,3
2013-05-27-14:00:00,1
2013-08-08-13:00:00,2
2013-12-11-11:00:00,3
2013-04-26-18:00:00,1.11666666666667
2013-10-28-13:00:00,0.883333333333333
2013-09-03-10:00:00,1.71666666666667
2013-05-31-09:00:00,2
2013-11-27-14:00:00,2.5
2013-06-04-16:00:00,2
2013-05-21-18:00:00,2.13333333333333
2013-06-26-06:00:00,0.0166666666666667
2013-04-13-10:00:00,2
2013-07-30-13:00:00,1.2
2013-12-30-09:00:00,0.6
2013-07-26-08:00:00,1.78333333333333
2013-08-07-17:00:00,2.75
2013-07-15-16:00:00,1
2013-12-04-09:00:00,0.133333333333333
