"id","bayid","eventTime","estimatedSpaces"
473,473,2014-01-27 11:00:00,14
474,473,2014-01-27 12:00:00,14.55
475,474,2013-12-20 16:00:00,9.31666666666667
476,474,2013-12-20 17:00:00,9.93333333333333
477,475,2013-12-20 16:00:00,9.26666666666667
478,475,2013-12-20 17:00:00,9.98333333333333
479,478,2013-05-16 13:00:00,6.91666666666667
480,478,2013-05-16 14:00:00,6
481,478,2013-05-16 15:00:00,6.08333333333333
482,478,2013-12-20 16:00:00,5.93333333333333
483,478,2013-12-20 17:00:00,6.06666666666667
484,480,2013-05-16 13:00:00,11.8333333333333
485,480,2013-05-16 14:00:00,11.6666666666667
486,480,2013-12-20 16:00:00,10.6833333333333
487,480,2013-12-20 17:00:00,10.8166666666667
488,481,2013-05-16 13:00:00,4.83333333333333
489,481,2013-05-16 14:00:00,3.75
490,481,2013-05-16 15:00:00,4
491,481,2013-05-16 16:00:00,4.16666666666667
492,481,2014-01-27 08:00:00,4.45
493,481,2014-01-27 09:00:00,4
494,481,2014-01-27 10:00:00,4
495,481,2014-01-27 11:00:00,4
496,481,2014-01-27 12:00:00,4.55
497,485,2013-12-20 16:00:00,7.53333333333333
498,485,2013-12-20 17:00:00,7
499,485,2013-12-20 18:00:00,7.46666666666667
500,486,2013-05-16 13:00:00,2.81666666666667
501,486,2013-05-16 14:00:00,2
502,486,2013-05-16 15:00:00,2
503,486,2013-05-16 16:00:00,2.18333333333333
504,488,2013-05-16 13:00:00,13.85
505,488,2013-05-16 14:00:00,13
506,488,2013-05-16 15:00:00,13.15
507,488,2013-12-20 16:00:00,13.3333333333333
508,488,2014-01-27 07:00:00,13.7
509,488,2014-01-27 08:00:00,13
510,488,2014-01-27 09:00:00,13.3
511,490,2014-01-27 08:00:00,4.16666666666667
512,490,2014-01-27 09:00:00,4
513,490,2014-01-27 10:00:00,4
514,490,2014-01-27 11:00:00,4
515,490,2014-01-27 12:00:00,4.83333333333333
516,491,2013-12-20 16:00:00,8.46666666666667
517,491,2013-12-20 17:00:00,8
518,491,2013-12-20 18:00:00,8.53333333333333
519,493,2013-05-16 13:00:00,11.9166666666667
520,493,2013-05-16 14:00:00,11
521,493,2013-05-16 15:00:00,11.0833333333333
522,494,2014-01-27 08:00:00,14.1666666666667
523,494,2014-01-27 09:00:00,14
524,494,2014-01-27 10:00:00,14.8333333333333
525,501,2013-12-20 16:00:00,12.95
526,501,2013-12-20 17:00:00,12.7166666666667
527,508,2013-12-20 16:00:00,1.61666666666667
528,508,2013-12-20 17:00:00,1
529,508,2013-12-20 18:00:00,1.38333333333333
530,510,2013-12-20 16:00:00,8.15
531,510,2013-12-20 17:00:00,7.26666666666667
532,510,2013-12-20 18:00:00,8.5
533,512,2013-05-16 13:00:00,4.91666666666667
534,512,2013-05-16 14:00:00,4
535,512,2013-05-16 15:00:00,4.58333333333333
536,516,2013-12-20 16:00:00,3.75
537,516,2013-12-20 17:00:00,3.25
538,518,2014-01-27 08:00:00,5.45
539,518,2014-01-27 09:00:00,5
540,518,2014-01-27 10:00:00,5.55
541,522,2013-05-16 13:00:00,11.85
542,522,2013-05-16 14:00:00,11
543,522,2013-05-16 15:00:00,11.65
544,524,2013-12-20 16:00:00,2.06666666666667
545,524,2013-12-20 17:00:00,1.96666666666667
546,524,2013-12-20 18:00:00,2.46666666666667
547,525,2013-12-20 16:00:00,2.28333333333333
548,525,2013-12-20 17:00:00,1
549,525,2013-12-20 18:00:00,2.01666666666667
550,526,2013-12-20 16:00:00,5.31666666666667
551,526,2013-12-20 17:00:00,5.68333333333333
552,534,2013-05-16 13:00:00,8.75
553,534,2013-05-16 14:00:00,7.5
554,537,2013-12-20 16:00:00,5.61666666666667
555,537,2013-12-20 17:00:00,5
556,537,2013-12-20 18:00:00,5.38333333333333
557,541,2013-12-20 16:00:00,2.71666666666667
558,541,2013-12-20 17:00:00,2
559,541,2013-12-20 18:00:00,2.28333333333333
560,544,2013-12-20 16:00:00,5.45
561,544,2013-12-20 17:00:00,5
562,544,2013-12-20 18:00:00,5.55
563,545,2014-01-27 08:00:00,1.45
564,545,2014-01-27 09:00:00,1.88333333333333
565,546,2013-05-16 13:00:00,10.9
566,546,2013-05-16 14:00:00,10
567,546,2013-05-16 15:00:00,10.1
568,547,2013-12-20 16:00:00,4.83333333333333
569,547,2013-12-20 17:00:00,4.41666666666667
570,552,2013-12-20 16:00:00,3.45
571,552,2013-12-20 17:00:00,3
572,552,2013-12-20 18:00:00,3.55
573,553,2013-12-20 16:00:00,2.65
574,553,2013-12-20 17:00:00,2.85
575,557,2013-12-20 16:00:00,5.6
576,557,2013-12-20 17:00:00,5.4
577,561,2013-12-20 16:00:00,10.5
578,561,2014-01-27 08:00:00,9.9
579,561,2014-01-27 09:00:00,9.05
580,561,2014-01-27 10:00:00,10.55
581,562,2013-05-16 13:00:00,3.83333333333333
582,562,2013-05-16 14:00:00,2.08333333333333
583,562,2013-05-16 15:00:00,2.16666666666667
584,562,2013-05-16 16:00:00,3
585,562,2013-05-16 17:00:00,3.91666666666667
586,562,2013-12-20 16:00:00,3.91666666666667
587,562,2013-12-20 17:00:00,3.08333333333333
588,563,2013-05-16 13:00:00,3.75
589,563,2013-05-16 14:00:00,3.25
590,564,2013-12-20 16:00:00,5.6
591,564,2013-12-20 17:00:00,5
592,564,2013-12-20 18:00:00,5.48333333333333
593,568,2013-05-16 13:00:00,5.83333333333333
594,568,2013-05-16 14:00:00,5.16666666666667
595,568,2013-12-20 16:00:00,5.46666666666667
596,568,2013-12-20 17:00:00,4.53333333333333
597,569,2013-05-16 13:00:00,2.98333333333333
598,569,2013-05-16 14:00:00,2.01666666666667
599,570,2013-05-16 14:00:00,7.05
600,570,2013-05-16 15:00:00,7.95
601,570,2013-12-20 16:00:00,7.45
602,570,2013-12-20 17:00:00,7.55
603,570,2014-01-27 08:00:00,7.45
604,570,2014-01-27 09:00:00,7.88333333333333
605,571,2013-12-20 16:00:00,5.58333333333333
606,571,2013-12-20 17:00:00,5
607,571,2013-12-20 18:00:00,5.41666666666667
608,572,2013-12-20 16:00:00,8.81666666666667
609,572,2013-12-20 17:00:00,8.93333333333333
610,575,2013-12-20 16:00:00,1.56666666666667
611,576,2013-12-20 16:00:00,7.75
612,576,2014-01-27 08:00:00,6.9
613,576,2014-01-27 09:00:00,6
614,576,2014-01-27 10:00:00,6
615,576,2014-01-27 11:00:00,6
616,576,2014-01-27 12:00:00,7.1
617,578,2013-12-20 16:00:00,5.53333333333333
618,578,2013-12-20 17:00:00,5
619,578,2013-12-20 18:00:00,5.46666666666667
620,581,2013-05-16 14:00:00,6.05
621,581,2013-05-16 15:00:00,6
