"parkingstreetkey","USRN","StreetName","parkingZoneKey"
"1090","8400556","Spenser Street","41"
"1091","8400556","Spenser Street","63"
"4269","8400556","Spenser Street","42"
"6508","8400556","Spenser Street","42"
"1093","8400557","Spring Gardens","75"
"1094","8400557","Spring Gardens","47"
"1095","8400557","Spring Gardens","57"
"6509","8400557","Spring Gardens","57"
"4271","8400557","Spring Gardens","47"
"4272","8400557","Spring Gardens","57"
"1096","8400558","Spring Mews","51"
"6510","8400558","Spring Mews","51"
"4274","8400558","Spring Mews","51"
"109","8400559","Spring Street","16"
"1099","8400559","Spring Street","16"
"4275","8400559","Spring Street","18"
"4729","8400559","Spring Street","18"
"4857","8400559","Spring Street","16"
"5060","8400559","Spring Street","18"
"410","8400560","Market Place","52"
"3746","8400560","Market Place","52"
"6238","8400560","Market Place","52"
"1092","8400561","Springfield Road","29"
"4276","8400561","Springfield Road","29"
"5484","8400561","Springfield Road","29"
"925","8400562","St Alban's Mews","75"
"4279","8400562","St Alban's Mews","15"
"6511","8400562","St Alban's Mews","15"
"751","8400563","Portman Mews South","52"
"4035","8400563","Portman Mews South","52"
"4794","8400563","Portman Mews South","52"
"752","8400564","Portman Square","52"
"6724","8400564","Portman Square","67"
"4036","8400564","Portman Square","52"
"5167","8400564","Portman Square","52"
"401","8400565","Marble Arch","52"
"402","8400565","Marble Arch","47"
"3738","8400565","Marble Arch","47"
"3739","8400565","Marble Arch","52"
"3740","8400565","Marble Arch","74"
"6234","8400565","Marble Arch","52"
"753","8400566","Portman Street","52"
"4037","8400566","Portman Street","52"
"5090","8400566","Portman Street","51"
"754","8400567","Portnall Road","30"
"6379","8400567","Portnall Road","30"
"4038","8400567","Portnall Road","30"
"51","8400568","Portsea Place","50"
"756","8400568","Portsea Place","50"
"4041","8400568","Portsea Place","53"
"6381","8400568","Portsea Place","53"
"758","8400569","Portsmouth Street","57"
"4042","8400569","Portsmouth Street","57"
"4043","8400569","Portsmouth Street","58"
"5442","8400569","Portsmouth Street","57"
"759","8400570","Portugal Street","57"
"5441","8400570","Portugal Street","57"
"4044","8400570","Portugal Street","57"
"760","8400571","Praed Mews","16"
"4045","8400571","Praed Mews","18"
"4724","8400571","Praed Mews","16"
"5037","8400571","Praed Mews","16"
"5055","8400571","Praed Mews","18"
"6382","8400571","Praed Mews","18"
"761","8400572","Praed Street","16"
"4046","8400572","Praed Street","16"
"4725","8400572","Praed Street","18"
"4852","8400572","Praed Street","16"
"5056","8400572","Praed Street","18"
"2117","8400573","Formosa Street","29"
"3259","8400573","Formosa Street","29"
"5474","8400573","Formosa Street","29"
"2627","8400577","Balvaird Place","2"
"1584","8400579","Butler Place","41"
"1585","8400579","Butler Place","63"
"2816","8400579","Butler Place","42"
"5693","8400579","Butler Place","42"
"411","8400580","Marlborough Hill","29"
"3748","8400580","Marlborough Hill","29"
"4791","8400580","Marlborough Hill","29"
"430","8400582","Marylebone Passage","52"
"3765","8400582","Marylebone Passage","52"
"6245","8400582","Marylebone Passage","52"
"652","8400583","Park Crescent Mews East","51"
"6342","8400583","Park Crescent Mews East","51"
"3962","8400583","Park Crescent Mews East","51"
"653","8400584","Park Crescent Mews West","51"
"6343","8400584","Park Crescent Mews West","51"
"3963","8400584","Park Crescent Mews West","51"
"42","8400585","Park Lane","48"
"654","8400585","Park Lane","75"
"655","8400585","Park Lane","47"
"656","8400585","Park Lane","48"
"5418","8400585","Park Lane","47"
"6722","8400585","Park Lane","67"
"3964","8400585","Park Lane","47"
"3965","8400585","Park Lane","74"
"657","8400586","Park Place","47"
"3967","8400586","Park Place","47"
"6344","8400586","Park Place","47"
"658","8400587","Park Place Villas","15"
"6345","8400587","Park Place Villas","15"
"3969","8400587","Park Place Villas","15"
"44","8400588","Park Road","15"
"660","8400588","Park Road","15"
"3970","8400588","Park Road","11"
"3971","8400588","Park Road","9"
"5164","8400588","Park Road","15"
"5288","8400588","Park Road","11"
"6723","8400588","Park Road","67"
"661","8400589","Park Square East","75"
"3972","8400589","Park Square East","74"
"559","8400590","North Gate","29"
"3873","8400590","North Gate","29"
"6304","8400590","North Gate","29"
"2305","8400591","Hanover Gate","71"
"3416","8400591","Hanover Gate","74"
"1932","8400592","Devonshire Place","51"
"5864","8400592","Devonshire Place","51"
"3105","8400592","Devonshire Place","51"
"389","8400593","Manchester Square","52"
"3728","8400593","Manchester Square","52"
"6226","8400593","Manchester Square","52"
"524","8400596","New Burlington Street","47"
"3847","8400596","New Burlington Street","47"
"4697","8400596","New Burlington Street","47"
"526","8400597","New Cavendish Street","51"
"3848","8400597","New Cavendish Street","51"
"5152","8400597","New Cavendish Street","51"
"2181","8400598","Gloucester Square","50"
"3316","8400598","Gloucester Square","50"
"5987","8400598","Gloucester Square","50"
"2203","8400599","Great Castle Street","52"
"3338","8400599","Great Castle Street","52"
"6002","8400599","Great Castle Street","52"
"240","8400600","Greencoat Place","40"
"5328","8400600","Greencoat Place","42"
"6016","8400600","Greencoat Place","42"
"2237","8400600","Greencoat Place","40"
"2238","8400600","Greencoat Place","63"
"3365","8400600","Greencoat Place","42"
"2365","8400601","Hertford Street","47"
"3471","8400601","Hertford Street","47"
"4830","8400601","Hertford Street","47"
"2422","8400602","Hyde Park Gardens","50"
"3514","8400602","Hyde Park Gardens","50"
"6106","8400602","Hyde Park Gardens","50"
"2218","8400603","Great Portland Street","51"
"2219","8400603","Great Portland Street","52"
"4827","8400603","Great Portland Street","51"
"3349","8400603","Great Portland Street","51"
"3350","8400603","Great Portland Street","52"
"539","8400604","New Quebec Street","52"
"3851","8400604","New Quebec Street","52"
"5153","8400604","New Quebec Street","52"
"220","8400605","Forset Street","51"
"4706","8400605","Forset Street","55"
"4746","8400605","Forset Street","54"
"5299","8400605","Forset Street","51"
"2119","8400605","Forset Street","51"
"3262","8400605","Forset Street","54"
"3263","8400605","Forset Street","55"
"5857","8400607","Dering Yard","47"
"3098","8400607","Dering Yard","47"
"1923","8400607","Dering Yard","47"
"523","8400608","New Burlington Place","47"
"3846","8400608","New Burlington Place","47"
"6292","8400608","New Burlington Place","47"
"715","8400609","Plympton Place","15"
"6367","8400609","Plympton Place","12"
"4010","8400609","Plympton Place","12"
"716","8400610","Plympton Street","15"
"4011","8400610","Plympton Street","12"
"6368","8400610","Plympton Street","12"
"719","8400611","Poland Street","57"
"4013","8400611","Poland Street","57"
"5166","8400611","Poland Street","57"
"80","8400612","St John's Wood High Street","29"
"960","8400612","St John's Wood High Street","29"
"4306","8400612","St John's Wood High Street","29"
"5180","8400612","St John's Wood High Street","29"
"5366","8400612","St John's Wood High Street","29"
"82","8400613","St John's Wood Road","23"
"962","8400613","St John's Wood Road","23"
"4308","8400613","St John's Wood Road","9"
"5181","8400613","St John's Wood Road","9"
"649","8400614","Panton Street","57"
"3959","8400614","Panton Street","57"
"5087","8400614","Panton Street","57"
"83","8400615","St John's Wood Terrace","29"
"963","8400615","St John's Wood Terrace","29"
"4309","8400615","St John's Wood Terrace","29"
"6527","8400615","St John's Wood Terrace","29"
"84","8400616","St Luke's Road","13"
"964","8400616","St Luke's Road","13"
"4310","8400616","St Luke's Road","13"
"4922","8400616","St Luke's Road","13"
"4313","8400617","St Margaret Street","42"
"4314","8400617","St Margaret Street","41"
"6529","8400617","St Margaret Street","42"
"86","8400618","St Martin's Lane","57"
"970","8400618","St Martin's Lane","57"
"4316","8400618","St Martin's Lane","57"
"4800","8400618","St Martin's Lane","57"
"88","8400619","St Martin's Street","57"
"6532","8400619","St Martin's Street","57"
"4319","8400619","St Martin's Street","57"
"973","8400619","St Martin's Street","57"
"720","8400620","Pollen Street","47"
"4014","8400620","Pollen Street","47"
"6370","8400620","Pollen Street","47"
"2189","8400621","Goodge Street","51"
"5990","8400621","Goodge Street","52"
"3323","8400621","Goodge Street","52"
"1681","8400622","Charlotte Street","52"
"2901","8400622","Charlotte Street","52"
"5738","8400622","Charlotte Street","52"
"1211","8400623","Tottenham Court Road","51"
"4444","8400623","Tottenham Court Road","52"
"6599","8400623","Tottenham Court Road","52"
"87","8400624","St Martin's Place","57"
"972","8400624","St Martin's Place","57"
"4318","8400624","St Martin's Place","57"
"6531","8400624","St Martin's Place","57"
"49","8400625","Pollitt Drive","23"
"721","8400625","Pollitt Drive","24"
"722","8400625","Pollitt Drive","24"
"4015","8400625","Pollitt Drive","9"
"6371","8400625","Pollitt Drive","9"
"5072","8400626","Charing Cross Road","57"
"1675","8400626","Charing Cross Road","57"
"2895","8400626","Charing Cross Road","57"
"131","8400627","Upper St Martin's Lane","57"
"1246","8400627","Upper St Martin's Lane","57"
"4472","8400627","Upper St Martin's Lane","57"
"5242","8400627","Upper St Martin's Lane","57"
"405","8400628","Bayswater Road","75"
"407","8400628","Bayswater Road","17"
"408","8400628","Bayswater Road","14"
"2643","8400628","Bayswater Road","14"
"2644","8400628","Bayswater Road","17"
"6735","8400628","Bayswater Road","67"
"2645","8400628","Bayswater Road","50"
"4702","8400628","Bayswater Road","55"
"5215","8400628","Bayswater Road","14"
"5516","8400628","Bayswater Road","53"
"683","8400629","Pembridge Square","14"
"3986","8400629","Pembridge Square","14"
"4982","8400629","Pembridge Square","14"
"1885","8400630","Dawson Place","14"
"3069","8400630","Dawson Place","14"
"4948","8400630","Dawson Place","14"
"739","8400631","Porchester Terrace","14"
"4025","8400631","Porchester Terrace","14"
"4851","8400631","Porchester Terrace","14"
"1362","8400632","Westbourne Park Road","13"
"4568","8400632","Westbourne Park Road","13"
"4569","8400632","Westbourne Park Road","14"
"4930","8400632","Westbourne Park Road","13"
"1172","8400633","Tavistock Road","13"
"4406","8400633","Tavistock Road","13"
"4927","8400633","Tavistock Road","13"
"1166","8400634","Talbot Road","13"
"4397","8400634","Talbot Road","13"
"4398","8400634","Talbot Road","14"
"4925","8400634","Talbot Road","13"
"809","8400635","Radnor Mews","50"
"4088","8400635","Radnor Mews","50"
"6400","8400635","Radnor Mews","50"
"810","8400636","Radnor Place","50"
"4089","8400636","Radnor Place","50"
"6401","8400636","Radnor Place","50"
"948","8400637","St George Street","47"
"4292","8400637","St George Street","47"
"5178","8400637","St George Street","47"
"2484","8400638","Kilburn Lane","73"
"2485","8400638","Kilburn Lane","30"
"5448","8400638","Kilburn Lane","30"
"6136","8400638","Kilburn Lane","30"
"6137","8400638","Kilburn Lane","30"
"6749","8400638","Kilburn Lane","30"
"3569","8400638","Kilburn Lane","30"
"3570","8400638","Kilburn Lane","30"
"185","8400639","Clifton Gardens","23"
"1770","8400639","Clifton Gardens","24"
"1771","8400639","Clifton Gardens","24"
"2975","8400639","Clifton Gardens","9"
"5367","8400639","Clifton Gardens","29"
"2101","8400640","Fernhead Road","30"
"3244","8400640","Fernhead Road","30"
"5128","8400640","Fernhead Road","30"
"1616","8400641","Carlton Vale","30"
"1617","8400641","Carlton Vale","29"
"2844","8400641","Carlton Vale","29"
"2845","8400641","Carlton Vale","30"
"5483","8400641","Carlton Vale","30"
"2247","8400642","Greville Road","29"
"3372","8400642","Greville Road","29"
"6021","8400642","Greville Road","29"
"338","8400643","Loudoun Road","29"
"3686","8400643","Loudoun Road","29"
"5399","8400643","Loudoun Road","29"
"2105","8400644","Finchley Road","29"
"3248","8400644","Finchley Road","29"
"5948","8400644","Finchley Road","29"
"81","8400645","St John's Wood Park","29"
"961","8400645","St John's Wood Park","29"
"4307","8400645","St John's Wood Park","29"
"6526","8400645","St John's Wood Park","29"
"452","8400646","Mercer Street","57"
"3783","8400646","Mercer Street","57"
"5239","8400646","Mercer Street","57"
"516","8400647","Neal Street","57"
"3840","8400647","Neal Street","57"
"6289","8400647","Neal Street","57"
"2069","8400648","Endell Street","57"
"3216","8400648","Endell Street","57"
"5928","8400648","Endell Street","57"
"1966","8400649","Drury Lane","57"
"3130","8400649","Drury Lane","57"
"5880","8400649","Drury Lane","57"
"937","8400650","St Clement's Lane","57"
"6516","8400650","St Clement's Lane","57"
"4288","8400650","St Clement's Lane","57"
"938","8400651","St Edmund's Close","29"
"4289","8400651","St Edmund's Close","29"
"6517","8400651","St Edmund's Close","29"
"1002","8400652","Sardinia Street","58"
"4189","8400652","Sardinia Street","58"
"6463","8400652","Sardinia Street","58"
"2","8400653","Lincoln's Inn Fields","58"
"288","8400653","Lincoln's Inn Fields","58"
"3647","8400653","Lincoln's Inn Fields","58"
"6171","8400653","Lincoln's Inn Fields","58"
"1332","8400654","Water Street","57"
"4530","8400654","Water Street","57"
"6643","8400654","Water Street","57"
"150","8400655","Wyndham Place","51"
"1456","8400655","Wyndham Place","51"
"4640","8400655","Wyndham Place","54"
"4761","8400655","Wyndham Place","54"
"6704","8400655","Wyndham Place","54"
"1457","8400656","Wyndham Street","51"
"6705","8400656","Wyndham Street","51"
"4641","8400656","Wyndham Street","51"
"1460","8400657","Wythburn Place","52"
"6707","8400657","Wythburn Place","55"
"4643","8400657","Wythburn Place","55"
"4713","8400657","Wythburn Place","55"
"270","8400658","St John's Terrace","30"
"959","8400658","St John's Terrace","30"
"4305","8400658","St John's Terrace","30"
"6525","8400658","St John's Terrace","30"
"1461","8400659","Yarmouth Place","47"
"4644","8400659","Yarmouth Place","47"
"6708","8400659","Yarmouth Place","47"
"2514","8400660","Ladbroke Grove","30"
"3601","8400660","Ladbroke Grove","30"
"6150","8400660","Ladbroke Grove","30"
"4646","8400661","York Bridge","74"
"1463","8400662","York Buildings","57"
"4647","8400662","York Buildings","57"
"6709","8400662","York Buildings","57"
"4648","8400663","York Gate","74"
"4582","8400664","Westway","13"
"4583","8400664","Westway","14"
"4584","8400664","Westway","15"
"4585","8400664","Westway","16"
"4586","8400664","Westway","28"
"4587","8400664","Westway","74"
"6668","8400664","Westway","28"
"1466","8400665","York Street","51"
"4650","8400665","York Street","51"
"4762","8400665","York Street","54"
"5193","8400665","York Street","51"
"2022","8400666","Ebury Street","3"
"3179","8400666","Ebury Street","3"
"4778","8400666","Ebury Street","3"
"72","8400667","St Edmund's Terrace","29"
"939","8400667","St Edmund's Terrace","29"
"4290","8400667","St Edmund's Terrace","29"
"6518","8400667","St Edmund's Terrace","29"
"940","8400668","St Ermin's Hill","41"
"6519","8400668","St Ermin's Hill","42"
"4291","8400668","St Ermin's Hill","42"
"941","8400668","St Ermin's Hill","63"
"2512","8400669","Knightsbridge Green","4"
"6148","8400669","Knightsbridge Green","4"
"3599","8400669","Knightsbridge Green","4"
"2877","8400670","Cerney Mews","16"
"1683","8400671","Charlwood Street","2"
"2903","8400671","Charlwood Street","2"
"4868","8400671","Charlwood Street","2"
"4869","8400671","Charlwood Street","2"
"587","8400672","Old Palace Yard","40"
"588","8400672","Old Palace Yard","63"
"6318","8400672","Old Palace Yard","42"
"3899","8400672","Old Palace Yard","42"
"955","8400673","St James's Terrace","75"
"4302","8400673","St James's Terrace","29"
"6523","8400673","St James's Terrace","29"
"1239","8400674","Upper Berkeley Street","52"
"5302","8400674","Upper Berkeley Street","52"
"4466","8400674","Upper Berkeley Street","52"
"4712","8400674","Upper Berkeley Street","55"
"79","8400675","St James's Terrace Mews","29"
"957","8400675","St James's Terrace Mews","29"
"4303","8400675","St James's Terrace Mews","29"
"6524","8400675","St James's Terrace Mews","29"
"1240","8400676","Upper Brook Street","47"
"4467","8400676","Upper Brook Street","47"
"5185","8400676","Upper Brook Street","47"
"1241","8400677","Upper Grosvenor Street","47"
"4468","8400677","Upper Grosvenor Street","47"
"5186","8400677","Upper Grosvenor Street","47"
"1243","8400679","Upper James Street","57"
"4469","8400679","Upper James Street","57"
"5187","8400679","Upper James Street","57"
"1244","8400680","Upper John Street","57"
"4470","8400680","Upper John Street","57"
"4866","8400680","Upper John Street","57"
"1245","8400681","Upper Montagu Street","51"
"4471","8400681","Upper Montagu Street","51"
"5456","8400681","Upper Montagu Street","51"
"1247","8400682","Upper Tachbrook Street","2"
"4473","8400682","Upper Tachbrook Street","2"
"6613","8400682","Upper Tachbrook Street","2"
"78","8400683","St James's Street","47"
"954","8400683","St James's Street","47"
"4301","8400683","St James's Street","47"
"4693","8400683","St James's Street","47"
"1291","8400684","Violet Hill","29"
"4500","8400684","Violet Hill","29"
"6628","8400684","Violet Hill","29"
"135","8400685","Walcott Street","39"
"1293","8400685","Walcott Street","39"
"1294","8400685","Walcott Street","63"
"4502","8400685","Walcott Street","42"
"5363","8400685","Walcott Street","42"
"6630","8400685","Walcott Street","42"
"1300","8400686","Walterton Road","30"
"5222","8400686","Walterton Road","30"
"4507","8400686","Walterton Road","30"
"1302","8400687","Wardour Mews","57"
"4508","8400687","Wardour Mews","57"
"6635","8400687","Wardour Mews","57"
"1304","8400688","Wardour Street","57"
"4509","8400688","Wardour Street","57"
"4803","8400688","Wardour Street","57"
"1305","8400689","Warlock Road","30"
"4510","8400689","Warlock Road","30"
"6636","8400689","Warlock Road","30"
"5376","8400690","Warrington Crescent","29"
"4511","8400690","Warrington Crescent","29"
"1306","8400690","Warrington Crescent","29"
"1307","8400691","Warrington Gardens","29"
"4512","8400691","Warrington Gardens","29"
"6637","8400691","Warrington Gardens","29"
"137","8400692","Warwick Crescent","36"
"1314","8400692","Warwick Crescent","75"
"1315","8400692","Warwick Crescent","75"
"6639","8400692","Warwick Crescent","28"
"4518","8400692","Warwick Crescent","28"
"1342","8400693","Welbeck Way","52"
"4540","8400693","Welbeck Way","52"
"6651","8400693","Welbeck Way","52"
"4541","8400694","Wellesley Court","29"
"1344","8400695","Wellington Close","13"
"4928","8400695","Wellington Close","13"
"4543","8400695","Wellington Close","13"
"1317","8400696","Warwick House Street","47"
"4519","8400696","Warwick House Street","47"
"6640","8400696","Warwick House Street","47"
"138","8400697","Warwick Place","23"
"1318","8400697","Warwick Place","24"
"1319","8400697","Warwick Place","24"
"6641","8400697","Warwick Place","9"
"4520","8400697","Warwick Place","9"
"1345","8400698","Wellington Place","29"
"4545","8400698","Wellington Place","29"
"5457","8400698","Wellington Place","29"
"1346","8400699","Wellington Road","29"
"4546","8400699","Wellington Road","29"
"6652","8400699","Wellington Road","29"
"287","8400700","Wellington Street","2"
"1347","8400700","Wellington Street","57"
"6653","8400700","Wellington Street","57"
"4547","8400700","Wellington Street","57"
"1349","8400701","Wells Mews","52"
"4548","8400701","Wells Mews","52"
"6654","8400701","Wells Mews","52"
"1386","8400702","West Street","57"
"4558","8400702","West Street","57"
"5102","8400702","West Street","57"
"1387","8400703","West Warwick Place","2"
"4559","8400703","West Warwick Place","2"
"4902","8400703","West Warwick Place","2"
"140","8400704","Westbourne Crescent","17"
"1355","8400704","Westbourne Crescent","17"
"4561","8400704","Westbourne Crescent","16"
"6661","8400704","Westbourne Crescent","16"
"1357","8400705","Westbourne Gardens","14"
"5007","8400705","Westbourne Gardens","14"
"4563","8400705","Westbourne Gardens","14"
"1359","8400706","Westbourne Grove Terrace","14"
"5008","8400706","Westbourne Grove Terrace","14"
"4566","8400706","Westbourne Grove Terrace","14"
"1363","8400707","Westbourne Park Villas","14"
"4571","8400707","Westbourne Park Villas","14"
"5010","8400707","Westbourne Park Villas","14"
"1408","8400708","Widley Road","29"
"4600","8400708","Widley Road","29"
"6679","8400708","Widley Road","29"
"1410","8400709","Wigmore Place","52"
"4601","8400709","Wigmore Place","52"
"6680","8400709","Wigmore Place","52"
"1451","8400710","Woodstock Street","47"
"4635","8400710","Woodstock Street","47"
"4862","8400710","Woodstock Street","47"
"1453","8400711","Woronzow Road","29"
"4636","8400711","Woronzow Road","29"
"6701","8400711","Woronzow Road","29"
"1454","8400712","Wymering Road","29"
"4638","8400712","Wymering Road","29"
"6702","8400712","Wymering Road","29"
"4639","8400713","Wyndham Mews","51"
"6703","8400713","Wyndham Mews","51"
"1324","8400714","Warwick Square","2"
"4525","8400714","Warwick Square","2"
"4899","8400714","Warwick Square","2"
"1325","8400715","Warwick Square Mews","2"
"4526","8400715","Warwick Square Mews","2"
"4898","8400715","Warwick Square Mews","2"
"1439","8400716","Winnett Street","57"
"4624","8400716","Winnett Street","57"
"5204","8400716","Winnett Street","57"
"1440","8400717","Winsland Mews","16"
"4625","8400717","Winsland Mews","16"
"6695","8400717","Winsland Mews","16"
"1441","8400718","Winsland Street","16"
"6696","8400718","Winsland Street","16"
"4626","8400718","Winsland Street","16"
"1442","8400719","Winsley Street","52"
"4628","8400719","Winsley Street","52"
"6697","8400719","Winsley Street","52"
"148","8400720","Woodchester Square","36"
"6698","8400720","Woodchester Square","28"
"4629","8400720","Woodchester Square","28"
"6699","8400721","Woodfield Place","30"
"4630","8400721","Woodfield Place","30"
"4631","8400722","Woodfield Road","30"
"5512","8400722","Woodfield Road","30"
"1450","8400723","Woodstock Mews","51"
"4634","8400723","Woodstock Mews","51"
"6700","8400723","Woodstock Mews","51"
"1684","8400724","Chelsea Bridge Road","3"
"1686","8400724","Chelsea Bridge Road","3"
"5740","8400724","Chelsea Bridge Road","3"
"2904","8400724","Chelsea Bridge Road","3"
"1521","8400725","Brompton Road","4"
"2769","8400725","Brompton Road","4"
"5660","8400725","Brompton Road","4"
"1694","8400726","Chesham Place","3"
"2911","8400726","Chesham Place","3"
"5743","8400726","Chesham Place","3"
"349","8400727","Lowndes Square","3"
"3697","8400727","Lowndes Square","3"
"6203","8400727","Lowndes Square","3"
"916","8400728","Rutland Street","4"
"4174","8400728","Rutland Street","4"
"6453","8400728","Rutland Street","4"
"1746","8400729","Alexander Mews","14"
"2565","8400729","Alexander Mews","14"
"4932","8400729","Alexander Mews","14"
"914","8400730","Rutland Mews South","75"
"4172","8400730","Rutland Mews South","4"
"6451","8400730","Rutland Mews South","4"
"2091","8400731","Exhibition Road","4"
"3234","8400731","Exhibition Road","4"
"3235","8400731","Exhibition Road","5"
"5941","8400731","Exhibition Road","4"
"1760","8400732","Alexander Street","14"
"2566","8400732","Alexander Street","14"
"4933","8400732","Alexander Street","14"
"1512","8400733","Adelphi Terrace","57"
"4675","8400733","Adelphi Terrace","57"
"5530","8400733","Adelphi Terrace","57"
"3039","8400734","Cropthorne Court","29"
"1525","8400735","Adpar Street","15"
"4678","8400735","Adpar Street","15"
"5532","8400735","Adpar Street","15"
"1538","8400736","Agar Street","57"
"4679","8400736","Agar Street","57"
"5533","8400736","Agar Street","57"
"1550","8400737","Air Street","75"
"1553","8400737","Air Street","47"
"1554","8400737","Air Street","57"
"4680","8400737","Air Street","47"
"4681","8400737","Air Street","57"
"4812","8400737","Air Street","47"
"1708","8400738","Aldford Street","47"
"2561","8400738","Aldford Street","47"
"5541","8400738","Aldford Street","47"
"1828","8400739","Craig's Court","57"
"3021","8400739","Craig's Court","57"
"5810","8400739","Craig's Court","57"
"1829","8400740","Cramer Street","51"
"3022","8400740","Cramer Street","51"
"5811","8400740","Cramer Street","51"
"1722","8400741","Aldridge Road Villas","13"
"2562","8400741","Aldridge Road Villas","13"
"4906","8400741","Aldridge Road Villas","13"
"2286","8400742","Aubrey Place","29"
"2609","8400742","Aubrey Place","29"
"5564","8400742","Aubrey Place","29"
"4859","8400743","Westbourne Grove","14"
"5391","8400743","Westbourne Grove","13"
"4565","8400743","Westbourne Grove","14"
"1358","8400743","Westbourne Grove","13"
"2319","8400744","Avery Farm Row","3"
"2612","8400744","Avery Farm Row","3"
"5508","8400744","Avery Farm Row","3"
"2336","8400745","Avery Row","47"
"2613","8400745","Avery Row","47"
"5567","8400745","Avery Row","47"
"1727","8400746","Aldsworth Close","29"
"2563","8400746","Aldsworth Close","29"
"5542","8400746","Aldsworth Close","29"
"1734","8400747","Aldwych","57"
"2564","8400747","Aldwych","57"
"5068","8400747","Aldwych","57"
"6711","8400747","Aldwych","67"
"6712","8400747","Aldwych","67"
"2352","8400748","Aybrook Street","51"
"2614","8400748","Aybrook Street","51"
"5568","8400748","Aybrook Street","51"
"1378","8400750","Westminster Bridge Road","40"
"1379","8400750","Westminster Bridge Road","57"
"6666","8400750","Westminster Bridge Road","57"
"4577","8400750","Westminster Bridge Road","42"
"4578","8400750","Westminster Bridge Road","57"
"1380","8400750","Westminster Bridge Road","63"
"669","8400751","Parliament Square","41"
"670","8400751","Parliament Square","63"
"3978","8400751","Parliament Square","42"
"6346","8400751","Parliament Square","42"
"1508","8400752","Broad Sanctuary","75"
"1509","8400752","Broad Sanctuary","40"
"1510","8400752","Broad Sanctuary","41"
"1511","8400752","Broad Sanctuary","63"
"5654","8400752","Broad Sanctuary","42"
"2759","8400752","Broad Sanctuary","40"
"2760","8400752","Broad Sanctuary","42"
"1492","8400753","Briar Walk","30"
"2747","8400753","Briar Walk","30"
"1493","8400754","Brick Street","47"
"2748","8400754","Brick Street","47"
"5109","8400754","Brick Street","47"
"535","8400755","New Palace Yard","40"
"536","8400755","New Palace Yard","63"
"3850","8400755","New Palace Yard","42"
"6294","8400755","New Palace Yard","42"
"5647","8400756","Bridford Mews","51"
"2749","8400756","Bridford Mews","51"
"1494","8400756","Bridford Mews","51"
"1496","8400757","Bridge Place","2"
"2750","8400757","Bridge Place","2"
"5648","8400757","Bridge Place","2"
"1497","8400758","Bridge Street","57"
"2751","8400758","Bridge Street","42"
"2752","8400758","Bridge Street","42"
"5649","8400758","Bridge Street","42"
"728","8400759","Bentinck Street","52"
"2670","8400759","Bentinck Street","52"
"5216","8400759","Bentinck Street","52"
"742","8400760","Berkeley Mews","52"
"2672","8400760","Berkeley Mews","52"
"5603","8400760","Berkeley Mews","52"
"757","8400761","Berkeley Square","47"
"2673","8400761","Berkeley Square","47"
"4805","8400761","Berkeley Square","47"
"769","8400762","Berkeley Street","47"
"2674","8400762","Berkeley Street","47"
"4905","8400762","Berkeley Street","47"
"783","8400763","Berners Mews","52"
"2675","8400763","Berners Mews","52"
"5604","8400763","Berners Mews","52"
"798","8400764","Berners Place","52"
"2676","8400764","Berners Place","52"
"5605","8400764","Berners Place","52"
"811","8400765","Berners Street","52"
"2677","8400765","Berners Street","52"
"5606","8400765","Berners Street","52"
"119","8400766","Blomfield Road","23"
"120","8400766","Blomfield Road","36"
"1178","8400766","Blomfield Road","75"
"1180","8400766","Blomfield Road","24"
"1181","8400766","Blomfield Road","24"
"5468","8400766","Blomfield Road","9"
"1182","8400766","Blomfield Road","37"
"1183","8400766","Blomfield Road","29"
"2702","8400766","Blomfield Road","9"
"2703","8400766","Blomfield Road","28"
"2704","8400766","Blomfield Road","29"
"122","8400767","Blomfield Villas","36"
"5621","8400767","Blomfield Villas","28"
"2705","8400767","Blomfield Villas","28"
"1196","8400767","Blomfield Villas","75"
"1197","8400767","Blomfield Villas","75"
"126","8400768","Bloomburg Street","39"
"1213","8400768","Bloomburg Street","39"
"1215","8400768","Bloomburg Street","63"
"2706","8400768","Bloomburg Street","42"
"5622","8400768","Bloomburg Street","42"
"1224","8400769","Bloomfield Place","47"
"2707","8400769","Bloomfield Place","47"
"5623","8400769","Bloomfield Place","47"
"1237","8400770","Bloomfield Terrace","3"
"2709","8400770","Bloomfield Terrace","3"
"5489","8400770","Bloomfield Terrace","3"
"1275","8400771","Blue Ball Yard","47"
"2711","8400771","Blue Ball Yard","47"
"5625","8400771","Blue Ball Yard","47"
"1289","8400772","Boldero Place","15"
"1296","8400772","Boldero Place","15"
"2713","8400772","Boldero Place","12"
"5626","8400772","Boldero Place","12"
"1313","8400773","Bolsover Street","51"
"5628","8400773","Bolsover Street","51"
"2715","8400773","Bolsover Street","51"
"1339","8400774","Bolton Street","47"
"2716","8400774","Bolton Street","47"
"5107","8400774","Bolton Street","47"
"1348","8400775","Booth's Place","52"
"2717","8400775","Booth's Place","52"
"5629","8400775","Booth's Place","52"
"1570","8400776","Bunhouse Place","3"
"2805","8400776","Bunhouse Place","3"
"5685","8400776","Bunhouse Place","3"
"1574","8400777","Burleigh Street","57"
"2808","8400777","Burleigh Street","57"
"5687","8400777","Burleigh Street","57"
"1612","8400778","Carlton Hill","29"
"2840","8400778","Carlton Hill","29"
"5463","8400778","Carlton Hill","29"
