"parkingstreetkey","USRN","StreetName","parkingZoneKey"
"1901","8400911","Dean's Yard","40"
"1902","8400911","Dean's Yard","63"
"3081","8400911","Dean's Yard","42"
"5845","8400911","Dean's Yard","42"
"159","8400912","Bryanston Place","51"
"1543","8400912","Bryanston Place","51"
"5673","8400912","Bryanston Place","54"
"4736","8400912","Bryanston Place","54"
"2787","8400912","Bryanston Place","54"
"160","8400913","Buckingham Gate","41"
"5677","8400913","Buckingham Gate","42"
"2793","8400913","Buckingham Gate","42"
"1548","8400913","Buckingham Gate","41"
"1549","8400913","Buckingham Gate","63"
"1551","8400914","Buckingham Mews","41"
"1552","8400914","Buckingham Mews","63"
"2794","8400914","Buckingham Mews","42"
"5678","8400914","Buckingham Mews","42"
"161","8400915","Buckingham Palace Road","2"
"1555","8400915","Buckingham Palace Road","75"
"4811","8400915","Buckingham Palace Road","3"
"2795","8400915","Buckingham Palace Road","3"
"2796","8400915","Buckingham Palace Road","42"
"2797","8400915","Buckingham Palace Road","62"
"1556","8400915","Buckingham Palace Road","3"
"1557","8400915","Buckingham Palace Road","2"
"1558","8400915","Buckingham Palace Road","41"
"1559","8400915","Buckingham Palace Road","61"
"1560","8400915","Buckingham Palace Road","63"
"162","8400916","Buckingham Place","41"
"1561","8400916","Buckingham Place","41"
"1562","8400916","Buckingham Place","63"
"5311","8400916","Buckingham Place","42"
"5679","8400916","Buckingham Place","42"
"2798","8400916","Buckingham Place","42"
"1563","8400917","Buckingham Street","57"
"2799","8400917","Buckingham Street","57"
"5680","8400917","Buckingham Street","57"
"1564","8400918","Bulinga Street","39"
"1565","8400918","Bulinga Street","63"
"2800","8400918","Bulinga Street","39"
"5681","8400918","Bulinga Street","39"
"2033","8400919","Edgware Road","75"
"2034","8400919","Edgware Road","50"
"2035","8400919","Edgware Road","52"
"5914","8400919","Edgware Road","55"
"4705","8400919","Edgware Road","55"
"4716","8400919","Edgware Road","18"
"4745","8400919","Edgware Road","54"
"3189","8400919","Edgware Road","16"
"3190","8400919","Edgware Road","50"
"3191","8400919","Edgware Road","51"
"3192","8400919","Edgware Road","51"
"3193","8400919","Edgware Road","55"
"3194","8400919","Edgware Road","53"
"2036","8400919","Edgware Road","51"
"2037","8400919","Edgware Road","16"
"2038","8400919","Edgware Road","15"
"3188","8400919","Edgware Road","12"
"2040","8400920","Edward's Mews","52"
"3196","8400920","Edward's Mews","52"
"5916","8400920","Edward's Mews","52"
"2042","8400921","Elgin Avenue","30"
"2043","8400921","Elgin Avenue","29"
"2044","8400921","Elgin Avenue","30"
"3197","8400921","Elgin Avenue","29"
"3198","8400921","Elgin Avenue","30"
"5227","8400921","Elgin Avenue","30"
"1649","8400922","Cavendish Mews North","51"
"2868","8400922","Cavendish Mews North","51"
"5724","8400922","Cavendish Mews North","51"
"1650","8400923","Cavendish Mews South","52"
"2869","8400923","Cavendish Mews South","52"
"5725","8400923","Cavendish Mews South","52"
"1652","8400924","Cavendish Place","52"
"2870","8400924","Cavendish Place","52"
"5223","8400924","Cavendish Place","52"
"1653","8400925","Cavendish Square","52"
"5224","8400925","Cavendish Square","51"
"2871","8400925","Cavendish Square","52"
"5113","8400925","Cavendish Square","52"
"172","8400926","Caxton Street","41"
"1654","8400926","Caxton Street","41"
"1655","8400926","Caxton Street","63"
"2873","8400926","Caxton Street","42"
"5316","8400926","Caxton Street","42"
"5726","8400926","Caxton Street","42"
"1657","8400927","Celbridge Mews","14"
"2875","8400927","Celbridge Mews","14"
"4941","8400927","Celbridge Mews","14"
"3756","8400928","Mart Street","57"
"6242","8400928","Mart Street","57"
"173","8400929","Chadwick Street","40"
"1658","8400929","Chadwick Street","40"
"1659","8400929","Chadwick Street","63"
"2879","8400929","Chadwick Street","42"
"5379","8400929","Chadwick Street","42"
"5728","8400929","Chadwick Street","42"
"174","8400930","Chagford Street","15"
"1660","8400930","Chagford Street","15"
"2880","8400930","Chagford Street","11"
"5262","8400930","Chagford Street","11"
"5462","8400930","Chagford Street","11"
"1702","8400931","Chester Road","71"
"2915","8400931","Chester Road","74"
"1754","8400932","Clearwell Drive","29"
"2961","8400932","Clearwell Drive","29"
"5775","8400932","Clearwell Drive","29"
"1755","8400933","Clement's Inn","57"
"2962","8400933","Clement's Inn","57"
"5776","8400933","Clement's Inn","57"
"183","8400934","Clenston Mews","52"
"1757","8400934","Clenston Mews","52"
"2964","8400934","Clenston Mews","55"
"4704","8400934","Clenston Mews","55"
"5778","8400934","Clenston Mews","55"
"1758","8400935","Cleveland Gardens","14"
"2965","8400935","Cleveland Gardens","14"
"4944","8400935","Cleveland Gardens","14"
"1759","8400936","Cleveland Place","47"
"5779","8400936","Cleveland Place","47"
"2966","8400936","Cleveland Place","47"
"1761","8400937","Cleveland Row","47"
"2967","8400937","Cleveland Row","47"
"5780","8400937","Cleveland Row","47"
"1762","8400938","Cleveland Square","14"
"2969","8400938","Cleveland Square","14"
"4945","8400938","Cleveland Square","14"
"1763","8400939","Cleveland Street","51"
"2970","8400939","Cleveland Street","51"
"2971","8400939","Cleveland Street","52"
"5781","8400939","Cleveland Street","52"
"255","8400940","Homer Row","51"
"4750","8400940","Homer Row","54"
"6088","8400940","Homer Row","54"
"2383","8400940","Homer Row","51"
"3488","8400940","Homer Row","54"
"256","8400941","Homer Street","51"
"2384","8400941","Homer Street","51"
"3489","8400941","Homer Street","54"
"4751","8400941","Homer Street","54"
"6089","8400941","Homer Street","54"
"198","8400942","Curzon Place","47"
"1868","8400942","Curzon Place","47"
"1869","8400943","Curzon Street","47"
"3056","8400943","Curzon Street","47"
"4821","8400943","Curzon Street","47"
"1870","8400944","Cuthbert Street","15"
"3057","8400944","Cuthbert Street","15"
"5829","8400944","Cuthbert Street","15"
"199","8400945","D'Arblay Street","57"
"1874","8400945","D'Arblay Street","57"
"3061","8400945","D'Arblay Street","57"
"5073","8400945","D'Arblay Street","57"
"1871","8400946","Dacre Street","41"
"1872","8400946","Dacre Street","63"
"3058","8400946","Dacre Street","42"
"5830","8400946","Dacre Street","42"
"1873","8400947","Dansey Place","57"
"3060","8400947","Dansey Place","57"
"5831","8400947","Dansey Place","57"
"1880","8400948","Dart Street","30"
"3062","8400948","Dart Street","30"
"5832","8400948","Dart Street","30"
"1875","8400949","Dartmouth Close","13"
"3063","8400949","Dartmouth Close","13"
"4911","8400949","Dartmouth Close","13"
"200","8400950","Dartmouth Street","41"
"1878","8400950","Dartmouth Street","41"
"1879","8400950","Dartmouth Street","63"
"3064","8400950","Dartmouth Street","42"
"5380","8400950","Dartmouth Street","42"
"5833","8400950","Dartmouth Street","42"
"201","8400951","Daventry Street","15"
"1881","8400951","Daventry Street","15"
"3065","8400951","Daventry Street","12"
"5265","8400951","Daventry Street","12"
"5834","8400951","Daventry Street","12"
"206","8400952","Dean Stanley Street","40"
"1898","8400952","Dean Stanley Street","40"
"1899","8400952","Dean Stanley Street","63"
"3074","8400952","Dean Stanley Street","42"
"5383","8400952","Dean Stanley Street","42"
"5841","8400952","Dean Stanley Street","42"
"1900","8400953","Dean Street","57"
"3075","8400953","Dean Street","57"
"4696","8400953","Dean Street","57"
"207","8400954","Dean Trench Street","40"
"1903","8400954","Dean Trench Street","40"
"1904","8400954","Dean Trench Street","63"
"3076","8400954","Dean Trench Street","42"
"5318","8400954","Dean Trench Street","42"
"5842","8400954","Dean Trench Street","42"
"205","8400955","Dean's Mews","52"
"1896","8400955","Dean's Mews","52"
"3079","8400955","Dean's Mews","52"
"5843","8400955","Dean's Mews","52"
"1888","8400956","Deanery Mews","47"
"3077","8400956","Deanery Mews","47"
"5846","8400956","Deanery Mews","47"
"4822","8400957","Deanery Street","47"
"1889","8400957","Deanery Street","47"
"3078","8400957","Deanery Street","47"
"1908","8400958","Delamere Street","75"
"1909","8400958","Delamere Street","75"
"3082","8400958","Delamere Street","28"
"5847","8400958","Delamere Street","28"
"208","8400959","Delamere Terrace","36"
"5848","8400959","Delamere Terrace","28"
"3083","8400959","Delamere Terrace","28"
"1906","8400959","Delamere Terrace","75"
"1907","8400959","Delamere Terrace","75"
"1928","8400960","Devonshire Close","51"
"3101","8400960","Devonshire Close","51"
"5860","8400960","Devonshire Close","51"
"1929","8400961","Devonshire Mews North","51"
"3102","8400961","Devonshire Mews North","51"
"5861","8400961","Devonshire Mews North","51"
"1948","8400962","Dorset Square","15"
"3115","8400962","Dorset Square","15"
"5266","8400962","Dorset Square","11"
"5466","8400962","Dorset Square","11"
"1949","8400963","Dorset Street","51"
"5217","8400963","Dorset Street","51"
"3116","8400963","Dorset Street","51"
"211","8400964","Douglas Street","39"
"1952","8400964","Douglas Street","39"
"1953","8400964","Douglas Street","63"
"3117","8400964","Douglas Street","42"
"5319","8400964","Douglas Street","42"
"5871","8400964","Douglas Street","42"
"5125","8400965","Dover Street","47"
"1954","8400965","Dover Street","47"
"3119","8400965","Dover Street","47"
"1960","8400966","Down Street","47"
"3123","8400966","Down Street","47"
"5875","8400966","Down Street","47"
"1961","8400967","Down Street Mews","47"
"3124","8400967","Down Street Mews","47"
"5876","8400967","Down Street Mews","47"
"1958","8400968","Downfield Close","29"
"3125","8400968","Downfield Close","29"
"5877","8400968","Downfield Close","29"
"1971","8400969","Duck Lane","57"
"3134","8400969","Duck Lane","57"
"5884","8400969","Duck Lane","57"
"2395","8400970","Horse Guards Road","71"
"3496","8400970","Horse Guards Road","74"
"2096","8400971","Fareham Street","57"
"3241","8400971","Fareham Street","57"
"5945","8400971","Fareham Street","57"
"2097","8400972","Farm Street","47"
"3242","8400972","Farm Street","47"
"5127","8400972","Farm Street","47"
"2100","8400973","Fermoy Road","30"
"3243","8400973","Fermoy Road","30"
"5946","8400973","Fermoy Road","30"
"2401","8400974","Houghton Street","57"
"3499","8400974","Houghton Street","57"
"6094","8400974","Houghton Street","57"
"259","8400975","Howick Place","40"
"2405","8400975","Howick Place","40"
"2406","8400975","Howick Place","63"
"6095","8400975","Howick Place","42"
"3500","8400975","Howick Place","42"
"5333","8400975","Howick Place","42"
"2407","8400976","Howley Place","15"
"3501","8400976","Howley Place","15"
"6096","8400976","Howley Place","15"
"2408","8400977","Hudson's Place","2"
"6097","8400977","Hudson's Place","2"
"3502","8400977","Hudson's Place","2"
"2409","8400978","Hugh Mews","2"
"3503","8400978","Hugh Mews","2"
"4882","8400978","Hugh Mews","2"
"268","8400979","Kings Scholars' Passage","40"
"2497","8400979","Kings Scholars' Passage","40"
"6142","8400979","Kings Scholars' Passage","42"
"2498","8400979","Kings Scholars' Passage","63"
"3586","8400979","Kings Scholars' Passage","42"
"5334","8400979","Kings Scholars' Passage","42"
"2493","8400980","Kingly Street","57"
"3584","8400980","Kingly Street","57"
"4835","8400980","Kingly Street","57"
"2495","8400981","Kingsmill Terrace","29"
"3588","8400981","Kingsmill Terrace","29"
"6143","8400981","Kingsmill Terrace","29"
"2353","8400982","Heddon Street","47"
"3459","8400982","Heddon Street","47"
"4829","8400982","Heddon Street","47"
"6745","8400983","Strand Tunnel","57"
"6746","8400983","Strand Tunnel","57"
"3590","8400983","Strand Tunnel","57"
"2503","8400984","Kinnerton Place South","3"
"6145","8400984","Kinnerton Place South","3"
"3592","8400984","Kinnerton Place South","3"
"2504","8400985","Kinnerton Street","3"
"3593","8400985","Kinnerton Street","3"
"4836","8400985","Kinnerton Street","3"
"2506","8400986","Kinnerton Yard","3"
"6146","8400986","Kinnerton Yard","3"
"3594","8400986","Kinnerton Yard","3"
"2508","8400987","Knightsbridge","75"
"2509","8400987","Knightsbridge","3"
"2510","8400987","Knightsbridge","4"
"2511","8400987","Knightsbridge","4"
"3596","8400987","Knightsbridge","3"
"3597","8400987","Knightsbridge","4"
"3598","8400987","Knightsbridge","74"
"4837","8400987","Knightsbridge","3"
"285","8400988","Lilestone Street","15"
"3646","8400988","Lilestone Street","11"
"5510","8400988","Lilestone Street","11"
"2551","8400989","Leicester Square","57"
"6167","8400989","Leicester Square","57"
"3636","8400989","Leicester Square","57"
"289","8400990","Lindsay Square","2"
"6172","8400990","Lindsay Square","2"
"3648","8400990","Lindsay Square","2"
"3","8400991","Linhope Street","15"
"290","8400991","Linhope Street","15"
"3649","8400991","Linhope Street","11"
"5280","8400991","Linhope Street","11"
"6173","8400991","Linhope Street","11"
"291","8400992","Lisle Street","57"
"3650","8400992","Lisle Street","57"
"5236","8400992","Lisle Street","57"
"4","8400993","Lisson Grove","23"
"293","8400993","Lisson Grove","75"
"294","8400993","Lisson Grove","23"
"295","8400993","Lisson Grove","15"
"6739","8400993","Lisson Grove","67"
"3652","8400993","Lisson Grove","9"
"3653","8400993","Lisson Grove","15"
"4787","8400993","Lisson Grove","15"
"5281","8400993","Lisson Grove","12"
"5","8400994","Lisson Street","15"
"296","8400994","Lisson Street","15"
"3654","8400994","Lisson Street","12"
"5282","8400994","Lisson Street","12"
"6174","8400994","Lisson Street","12"
"297","8400995","Litchfield Street","57"
"3655","8400995","Litchfield Street","57"
"6175","8400995","Litchfield Street","57"
"298","8400996","Little Argyll Street","57"
"3656","8400996","Little Argyll Street","57"
"6176","8400996","Little Argyll Street","57"
"450","8400997","Melina Place","29"
"6254","8400997","Melina Place","29"
"3782","8400997","Melina Place","29"
"1661","8400998","Chancery Lane","57"
"2882","8400998","Chancery Lane","57"
"5729","8400998","Chancery Lane","57"
"1269","8400999","Victoria Embankment","75"
"1270","8400999","Victoria Embankment","57"
"1271","8400999","Victoria Embankment","60"
"4486","8400999","Victoria Embankment","57"
"4487","8400999","Victoria Embankment","57"
"6623","8400999","Victoria Embankment","57"
"6732","8400999","Victoria Embankment","67"
"4654","8401000","Abbey Gardens","29"
"5517","8401000","Abbey Gardens","29"
"166","8401001","Abbey Orchard Street","40"
"1622","8401001","Abbey Orchard Street","40"
"1635","8401001","Abbey Orchard Street","63"
"4657","8401001","Abbey Orchard Street","42"
"5307","8401001","Abbey Orchard Street","42"
"5519","8401001","Abbey Orchard Street","42"
"2029","8401003","Abercorn Close","29"
"4660","8401003","Abercorn Close","29"
"5520","8401003","Abercorn Close","29"
"1745","8401004","Abbey Road","29"
"4658","8401004","Abbey Road","29"
"4767","8401004","Abbey Road","29"
"604","8401006","Ordnance Mews","29"
"3913","8401006","Ordnance Mews","29"
"6327","8401006","Ordnance Mews","29"
"606","8401007","Orme Court","14"
"3914","8401007","Orme Court","14"
"4974","8401007","Orme Court","14"
"607","8401008","Orme Court Mews","14"
"3915","8401008","Orme Court Mews","14"
"4975","8401008","Orme Court Mews","14"
"608","8401009","Orme Lane","14"
"3916","8401009","Orme Lane","14"
"4976","8401009","Orme Lane","14"
"612","8401010","Ormond Yard","47"
"3918","8401010","Ormond Yard","47"
"6328","8401010","Ormond Yard","47"
"611","8401011","Ormonde Terrace","29"
"6330","8401011","Ormonde Terrace","29"
"3921","8401011","Ormonde Terrace","29"
"3922","8401012","Orsett Mews","14"
"4978","8401012","Orsett Mews","14"
"644","8401013","Pall Mall East","57"
"5420","8401013","Pall Mall East","57"
"3957","8401013","Pall Mall East","57"
"800","8401014","Queen's Grove Mews","29"
"6397","8401014","Queen's Grove Mews","29"
"4075","8401014","Queen's Grove Mews","29"
"106","8401015","Smith Square","40"
"1069","8401015","Smith Square","40"
"1070","8401015","Smith Square","63"
"4244","8401015","Smith Square","42"
"5353","8401015","Smith Square","42"
"6496","8401015","Smith Square","42"
"743","8401016","Porteus Road","15"
"4028","8401016","Porteus Road","15"
"6374","8401016","Porteus Road","15"
"1068","8401017","Smith's Court","57"
"4245","8401017","Smith's Court","57"
"6497","8401017","Smith's Court","57"
"1071","8401018","Soho Square","57"
"4247","8401018","Soho Square","57"
"5096","8401018","Soho Square","57"
"1072","8401019","Soho Street","57"
"4248","8401019","Soho Street","57"
"5195","8401019","Soho Street","57"
"1078","8401020","South Carriage Drive","71"
"4252","8401020","South Carriage Drive","74"
"1077","8401021","South Audley Street","47"
"4250","8401021","South Audley Street","47"
"5176","8401021","South Audley Street","47"
"1079","8401022","South Eaton Place","3"
"4253","8401022","South Eaton Place","3"
"6499","8401022","South Eaton Place","3"
"1080","8401023","South Molton Lane","47"
"4254","8401023","South Molton Lane","47"
"6500","8401023","South Molton Lane","47"
"861","8401024","Richmond Terrace","57"
"4129","8401024","Richmond Terrace","57"
"6420","8401024","Richmond Terrace","57"
"863","8401025","Riding House Street","52"
"4131","8401025","Riding House Street","52"
"6422","8401025","Riding House Street","52"
"865","8401026","Riverton Close","30"
"4132","8401026","Riverton Close","30"
"6423","8401026","Riverton Close","30"
"866","8401027","Robert Adam Street","52"
"4133","8401027","Robert Adam Street","52"
"5174","8401027","Robert Adam Street","52"
"867","8401028","Robert Close","23"
"4134","8401028","Robert Close","9"
"6424","8401028","Robert Close","9"
"869","8401029","Robert Street","57"
"6425","8401029","Robert Street","57"
"4135","8401029","Robert Street","57"
"1015","8401030","Scott Ellis Gardens","29"
"4200","8401030","Scott Ellis Gardens","29"
"6472","8401030","Scott Ellis Gardens","29"
"1018","8401031","Second Avenue","30"
"4202","8401031","Second Avenue","30"
"5447","8401031","Second Avenue","30"
"100","8401032","Semley Place","6"
"1021","8401032","Semley Place","75"
"1022","8401032","Semley Place","3"
"1023","8401032","Semley Place","6"
"4205","8401032","Semley Place","3"
"6476","8401032","Semley Place","3"
"101","8401033","Senior Street","36"
"4206","8401033","Senior Street","28"
"6477","8401033","Senior Street","28"
"1081","8401034","South Molton Street","47"
"4255","8401034","South Molton Street","47"
"6501","8401034","South Molton Street","47"
"1082","8401035","South Street","47"
"4256","8401035","South Street","47"
"4798","8401035","South Street","47"
"1083","8401036","South Wharf Road","16"
"5043","8401036","South Wharf Road","16"
"5044","8401036","South Wharf Road","16"
"4257","8401036","South Wharf Road","16"
"1076","8401037","Southampton Street","57"
"4258","8401037","Southampton Street","57"
"6502","8401037","Southampton Street","57"
"1084","8401038","Southwick Mews","16"
"6503","8401038","Southwick Mews","18"
"5045","8401038","Southwick Mews","16"
"5058","8401038","Southwick Mews","18"
"4259","8401038","Southwick Mews","18"
"4727","8401038","Southwick Mews","16"
"1085","8401039","Southwick Place","50"
"6504","8401039","Southwick Place","50"
"4260","8401039","Southwick Place","50"
"107","8401040","Southwick Street","16"
"1086","8401040","Southwick Street","75"
"1087","8401040","Southwick Street","16"
"1088","8401040","Southwick Street","50"
"6505","8401040","Southwick Street","50"
"4728","8401040","Southwick Street","18"
"5046","8401040","Southwick Street","16"
"5059","8401040","Southwick Street","18"
"4261","8401040","Southwick Street","18"
"4262","8401040","Southwick Street","50"
"1089","8401041","Spanish Place","52"
"4264","8401041","Spanish Place","52"
"6506","8401041","Spanish Place","52"
"90","8401042","St Mary's Square","15"
"975","8401042","St Mary's Square","15"
"6534","8401042","St Mary's Square","15"
"4321","8401042","St Mary's Square","15"
"1326","8401043","Warwick Street","57"
"4528","8401043","Warwick Street","57"
"5373","8401043","Warwick Street","57"
"1327","8401044","Warwick Way","2"
"4529","8401044","Warwick Way","2"
"4900","8401044","Warwick Way","2"
"1331","8401045","Waterloo Place","47"
"4533","8401045","Waterloo Place","47"
"6646","8401045","Waterloo Place","47"
"1333","8401046","Watson's Mews","51"
"4534","8401046","Watson's Mews","54"
"4760","8401046","Watson's Mews","54"
"6647","8401046","Watson's Mews","54"
"1334","8401047","Waverley Place","29"
"4535","8401047","Waverley Place","29"
"6648","8401047","Waverley Place","29"
"1341","8401048","Welbeck Street","52"
"4539","8401048","Welbeck Street","52"
"5245","8401048","Welbeck Street","52"
"1337","8401049","Wedgewood Mews","57"
"1370","8401049","Wedgewood Mews","57"
"4537","8401049","Wedgewood Mews","57"
"6649","8401049","Wedgewood Mews","57"
"1340","8401050","Weighhouse Street","47"
"4538","8401050","Weighhouse Street","47"
"6650","8401050","Weighhouse Street","47"
"118","8401051","Temple Place","60"
"6579","8401051","Temple Place","57"
"6731","8401051","Temple Place","67"
"4409","8401051","Temple Place","57"
"1175","8401051","Temple Place","75"
"1176","8401051","Temple Place","57"
"1177","8401051","Temple Place","60"
"1173","8401052","Tavistock Street","57"
"4407","8401052","Tavistock Street","57"
"6577","8401052","Tavistock Street","57"
"949","8401053","St James's Court","41"
"950","8401053","St James's Court","63"
"6522","8401053","St James's Court","42"
"4297","8401053","St James's Court","42"
"4411","8401054","Tenniel Close","14"
"5006","8401054","Tenniel Close","14"
"1185","8401055","Tenterden Street","47"
"4413","8401055","Tenterden Street","47"
"6581","8401055","Tenterden Street","47"
"1186","8401056","Terminus Place","41"
"1187","8401056","Terminus Place","63"
"4414","8401056","Terminus Place","62"
"6582","8401056","Terminus Place","62"
"1189","8401057","Thayer Street","52"
"4415","8401057","Thayer Street","52"
"5450","8401057","Thayer Street","52"
"380","8401058","The Mall","47"
"4419","8401058","The Mall","47"
"4420","8401058","The Mall","74"
"4765","8401058","The Mall","57"
"6585","8401058","The Mall","57"
"982","8401059","St Peter's Place","29"
"4327","8401059","St Peter's Place","29"
"4676","8401060","Adery Mews","3"
"1611","8401061","Carlton Gardens","47"
"5707","8401061","Carlton Gardens","47"
"2839","8401061","Carlton Gardens","47"
"89","8401062","St Mary's Mansions","15"
"974","8401062","St Mary's Mansions","15"
"6533","8401062","St Mary's Mansions","15"
"4320","8401062","St Mary's Mansions","15"
"1603","8401064","Carburton Street","51"
"2832","8401064","Carburton Street","51"
"5702","8401064","Carburton Street","51"
"382","8401065","Mallory Street","15"
"3722","8401065","Mallory Street","11"
"6220","8401065","Mallory Street","11"
"431","8401066","Marylebone Road","15"
"432","8401066","Marylebone Road","51"
"5439","8401066","Marylebone Road","15"
"3766","8401066","Marylebone Road","12"
"3767","8401066","Marylebone Road","51"
"4752","8401066","Marylebone Road","54"
"1320","8401068","Warwick Place North","2"
"4522","8401068","Warwick Place North","2"
"4891","8401068","Warwick Place North","2"
"139","8401069","Warwick Row","41"
"1321","8401069","Warwick Row","41"
"1322","8401069","Warwick Row","63"
"1323","8401069","Warwick Row","61"
"4523","8401069","Warwick Row","42"
"4524","8401069","Warwick Row","62"
"5387","8401069","Warwick Row","42"
"6642","8401069","Warwick Row","62"
"2113","8401070","Fleet Street","57"
"3254","8401070","Fleet Street","57"
"5953","8401070","Fleet Street","57"
"2171","8401074","Globe Yard","47"
"3308","8401074","Globe Yard","47"
"5985","8401074","Globe Yard","47"
"2501","8401075","Kingsway","57"
"3589","8401075","Kingsway","57"
"5064","8401075","Kingsway","57"
"6717","8401075","Kingsway","67"
"928","8401076","St Ann's Lane","40"
"929","8401076","St Ann's Lane","63"
"4282","8401076","St Ann's Lane","42"
"6512","8401076","St Ann's Lane","42"
"1520","8401077","Broadwick Street","57"
"2768","8401077","Broadwick Street","57"
"5194","8401077","Broadwick Street","57"
"1528","8401078","Brown Hart Gardens","47"
"2775","8401078","Brown Hart Gardens","47"
"5663","8401078","Brown Hart Gardens","47"
"1504","8401079","Broadbent Street","47"
"2763","8401079","Broadbent Street","47"
"5655","8401079","Broadbent Street","47"
"1513","8401081","Broadstone Place","51"
"2766","8401081","Broadstone Place","51"
"5658","8401081","Broadstone Place","51"
"155","8401082","Broadway","41"
"5659","8401082","Broadway","42"
"5378","8401082","Broadway","42"
"1517","8401082","Broadway","41"
"1518","8401082","Broadway","63"
"2767","8401082","Broadway","42"
"1522","8401083","Brook Gate","47"
"2770","8401083","Brook Gate","47"
"5661","8401083","Brook Gate","47"
"449","8401084","Melcombe Street","15"
"3781","8401084","Melcombe Street","11"
"5286","8401084","Melcombe Street","15"
"5440","8401084","Melcombe Street","15"
"1933","8401085","Amberley Road","29"
"2578","8401085","Amberley Road","29"
"5428","8401085","Amberley Road","29"
"210","8401086","Ambrosden Avenue","40"
"1945","8401086","Ambrosden Avenue","40"
"1947","8401086","Ambrosden Avenue","63"
"5550","8401086","Ambrosden Avenue","42"
"2579","8401086","Ambrosden Avenue","42"
"5308","8401086","Ambrosden Avenue","42"
"1963","8401087","Andover Place","29"
"2580","8401087","Andover Place","29"
"5551","8401087","Andover Place","29"
"2003","8401088","Apple Tree Yard","47"
"2584","8401088","Apple Tree Yard","47"
"5552","8401088","Apple Tree Yard","47"
"2030","8401089","Aquila Street","29"
"2587","8401089","Aquila Street","29"
"5553","8401089","Aquila Street","29"
"2046","8401090","Archer Street","57"
"2588","8401090","Archer Street","57"
"4768","8401090","Archer Street","57"
"2088","8401091","Archibald Mews","47"
"2592","8401091","Archibald Mews","47"
"5555","8401091","Archibald Mews","47"
"2098","8401092","Argyll Street","57"
"2593","8401092","Argyll Street","57"
"4813","8401092","Argyll Street","57"
"681","8401093","Acacia Gardens","29"
"4666","8401093","Acacia Gardens","29"
"5524","8401093","Acacia Gardens","29"
"827","8401094","Acacia Place","29"
"4667","8401094","Acacia Place","29"
"5525","8401094","Acacia Place","29"
"966","8401095","Acacia Road","29"
"4668","8401095","Acacia Road","29"
"5526","8401095","Acacia Road","29"
"1097","8401096","Achilles Way","47"
"4669","8401096","Achilles Way","47"
"5527","8401096","Achilles Way","47"
"4278","8401097","Squire Gardens","29"
"1383","8401098","Adam Street","57"
"4672","8401098","Adam Street","57"
"5392","8401098","Adam Street","57"
"4673","8401099","Adams Row","47"
"5103","8401099","Adams Row","47"
"1472","8401099","Adams Row","47"
"958","8401100","St John's Mews","13"
"4304","8401100","St John's Mews","13"
"4921","8401100","St John's Mews","13"
"6552","8401101","Station Yard","62"
"4351","8401101","Station Yard","62"
"482","8401102","Bedford Court","57"
"2650","8401102","Bedford Court","57"
"5588","8401102","Bedford Court","57"
"494","8401103","Bedford Street","57"
"2651","8401103","Bedford Street","57"
"5500","8401103","Bedford Street","57"
"470","8401104","Bedfordbury","57"
"2652","8401104","Bedfordbury","57"
"5589","8401104","Bedfordbury","57"
"506","8401105","Beeston Place","3"
"2653","8401105","Beeston Place","3"
"5591","8401105","Beeston Place","3"
"519","8401106","Beethoven Street","30"
"5592","8401106","Beethoven Street","30"
"2654","8401106","Beethoven Street","30"
"530","8401107","Belgrave Gardens","29"
"2655","8401107","Belgrave Gardens","29"
"5106","8401107","Belgrave Gardens","29"
"454","8401108","Beaumont Street","51"
"2649","8401108","Beaumont Street","51"
"5587","8401108","Beaumont Street","51"
"545","8401109","Belgrave Mews North","3"
"2656","8401109","Belgrave Mews North","3"
"5593","8401109","Belgrave Mews North","3"
"556","8401110","Belgrave Mews South","3"
"2657","8401110","Belgrave Mews South","3"
"5594","8401110","Belgrave Mews South","3"
"335","8401111","Barton Street","40"
"337","8401111","Barton Street","63"
"1631","8401111","Barton Street","51"
"2638","8401111","Barton Street","42"
"5582","8401111","Barton Street","42"
"360","8401112","Bateman Street","57"
"2639","8401112","Bateman Street","57"
"5069","8401112","Bateman Street","57"
"347","8401113","Bateman's Buildings","75"
"2640","8401113","Bateman's Buildings","57"
"4412","8401114","Tent Place","57"
"390","8401115","Bathurst Street","50"
"2642","8401115","Bathurst Street","50"
"5584","8401115","Bathurst Street","50"
"416","8401116","Beak Street","57"
"2646","8401116","Beak Street","57"
"5209","8401116","Beak Street","57"
"429","8401117","Bear Street","57"
"2647","8401117","Bear Street","57"
"5585","8401117","Bear Street","57"
"443","8401118","Beaumont Mews","51"
"2648","8401118","Beaumont Mews","51"
"5586","8401118","Beaumont Mews","51"
"2366","8401119","Aylesford Street","2"
"2615","8401119","Aylesford Street","2"
"5569","8401119","Aylesford Street","2"
"2616","8401120","Ayrton Road","5"
"2381","8401121","Babmaes Street","47"
"2617","8401121","Babmaes Street","47"
"5570","8401121","Babmaes Street","47"
"260","8401122","Baker's Mews","52"
"2413","8401122","Baker's Mews","52"
"2621","8401122","Baker's Mews","52"
"5571","8401122","Baker's Mews","52"
"258","8401123","Baker Street","15"
"2396","8401123","Baker Street","75"
"2398","8401123","Baker Street","52"
"4814","8401123","Baker Street","15"
"6713","8401123","Baker Street","67"
"2399","8401123","Baker Street","51"
"2400","8401123","Baker Street","15"
